spatial id,temporal id,Target (normal),Normal target,_Daily_Cases t-3,_Daily_Cases t-2,_Daily_Cases t-1,_Daily_Cases t,Daily_Deaths t-3,Daily_Deaths t-2,Daily_Deaths t-1,Daily_Deaths t,retail_and_recreation_percent_change_from_baseline t-3,retail_and_recreation_percent_change_from_baseline t-2,retail_and_recreation_percent_change_from_baseline t-1,retail_and_recreation_percent_change_from_baseline t,grocery_and_pharmacy_percent_change_from_baseline t-3,grocery_and_pharmacy_percent_change_from_baseline t-2,grocery_and_pharmacy_percent_change_from_baseline t-1,grocery_and_pharmacy_percent_change_from_baseline t,parks_percent_change_from_baseline t-3,parks_percent_change_from_baseline t-2,parks_percent_change_from_baseline t-1,parks_percent_change_from_baseline t,transit_stations_percent_change_from_baseline t-3,transit_stations_percent_change_from_baseline t-2,transit_stations_percent_change_from_baseline t-1,transit_stations_percent_change_from_baseline t,residential_percent_change_from_baseline_ t-3,residential_percent_change_from_baseline_ t-2,residential_percent_change_from_baseline_ t-1,residential_percent_change_from_baseline_ t
1,2020-10-27,67.0,67.0,1532,2823,4099,2730,22,31,38,25,-19.0,-18.0,-21.0,-22.0,0.0,-4.0,-7.0,-3.0,36.0,42.0,5.0,6.0,-39.0,-42.0,-50.0,-49.0,7.0,5.0,12.0,12.0
1,2020-10-28,63.0,63.0,2823,4099,2730,2663,31,38,25,38,-18.0,-21.0,-22.0,-19.0,-4.0,-7.0,-3.0,-1.0,42.0,5.0,6.0,17.0,-42.0,-50.0,-49.0,-47.0,5.0,12.0,12.0,11.0
1,2020-10-29,73.0,73.0,4099,2730,2663,3017,38,25,38,34,-21.0,-22.0,-19.0,-17.0,-7.0,-3.0,-1.0,0.0,5.0,6.0,17.0,8.0,-50.0,-49.0,-47.0,-49.0,12.0,12.0,11.0,11.0
1,2020-10-30,46.0,46.0,2730,2663,3017,3556,25,38,34,45,-22.0,-19.0,-17.0,-20.0,-3.0,-1.0,0.0,1.0,6.0,17.0,8.0,2.0,-49.0,-47.0,-49.0,-47.0,12.0,11.0,11.0,11.0
1,2020-10-31,62.0,62.0,2663,3017,3556,2374,38,34,45,39,-19.0,-17.0,-20.0,-19.0,-1.0,0.0,1.0,4.0,17.0,8.0,2.0,36.0,-47.0,-49.0,-47.0,-35.0,11.0,11.0,11.0,6.0
1,2020-11-01,65.0,65.0,3017,3556,2374,2336,34,45,39,37,-17.0,-20.0,-19.0,-21.0,0.0,1.0,4.0,-5.0,8.0,2.0,36.0,8.0,-49.0,-47.0,-35.0,-44.0,11.0,11.0,6.0,6.0
1,2020-11-02,74.0,74.0,3556,2374,2336,3529,45,39,37,32,-20.0,-19.0,-21.0,-22.0,1.0,4.0,-5.0,-7.0,2.0,36.0,8.0,1.0,-47.0,-35.0,-44.0,-51.0,11.0,6.0,6.0,11.0
1,2020-11-03,68.0,68.0,2374,2336,3529,4738,39,37,32,58,-19.0,-21.0,-22.0,-23.0,4.0,-5.0,-7.0,-5.0,36.0,8.0,1.0,-1.0,-35.0,-44.0,-51.0,-51.0,6.0,6.0,11.0,12.0
1,2020-11-04,104.0,104.0,2336,3529,4738,2782,37,32,58,41,-21.0,-22.0,-23.0,-23.0,-5.0,-7.0,-5.0,-6.0,8.0,1.0,-1.0,18.0,-44.0,-51.0,-51.0,-49.0,6.0,11.0,12.0,12.0
1,2020-11-05,70.0,70.0,3529,4738,2782,2784,32,58,41,40,-22.0,-23.0,-23.0,-20.0,-7.0,-5.0,-6.0,-4.0,1.0,-1.0,18.0,30.0,-51.0,-51.0,-49.0,-49.0,11.0,12.0,12.0,12.0
1,2020-11-06,67.0,67.0,4738,2782,2784,5393,58,41,40,62,-23.0,-23.0,-20.0,-22.0,-5.0,-6.0,-4.0,-4.0,-1.0,18.0,30.0,29.0,-51.0,-49.0,-49.0,-47.0,12.0,12.0,12.0,12.0
1,2020-11-07,66.0,66.0,2782,2784,5393,4346,41,40,62,47,-23.0,-20.0,-22.0,-20.0,-6.0,-4.0,-4.0,-4.0,18.0,30.0,29.0,63.0,-49.0,-49.0,-47.0,-39.0,12.0,12.0,12.0,7.0
1,2020-11-08,56.0,56.0,2784,5393,4346,3944,40,62,47,48,-20.0,-22.0,-20.0,-18.0,-4.0,-4.0,-4.0,-6.0,30.0,29.0,63.0,87.0,-49.0,-47.0,-39.0,-41.0,12.0,12.0,7.0,5.0
1,2020-11-09,79.0,79.0,5393,4346,3944,4871,62,47,48,61,-22.0,-20.0,-18.0,-21.0,-4.0,-4.0,-6.0,-6.0,29.0,63.0,87.0,35.0,-47.0,-39.0,-41.0,-51.0,12.0,7.0,5.0,12.0
1,2020-11-10,100.0,100.0,4346,3944,4871,4445,47,48,61,67,-20.0,-18.0,-21.0,-19.0,-4.0,-6.0,-6.0,-1.0,63.0,87.0,35.0,48.0,-39.0,-41.0,-51.0,-49.0,7.0,5.0,12.0,11.0
1,2020-11-11,58.0,58.0,3944,4871,4445,3984,48,61,67,63,-18.0,-21.0,-19.0,-25.0,-6.0,-6.0,-1.0,-7.0,87.0,35.0,48.0,24.0,-41.0,-51.0,-49.0,-55.0,5.0,12.0,11.0,16.0
1,2020-11-12,82.0,82.0,4871,4445,3984,5474,61,67,63,73,-21.0,-19.0,-25.0,-21.0,-6.0,-1.0,-7.0,-3.0,35.0,48.0,24.0,7.0,-51.0,-49.0,-55.0,-51.0,12.0,11.0,16.0,13.0
1,2020-11-13,86.0,86.0,4445,3984,5474,4770,67,63,73,46,-19.0,-25.0,-21.0,-23.0,-1.0,-7.0,-3.0,-4.0,48.0,24.0,7.0,-7.0,-49.0,-55.0,-51.0,-50.0,11.0,16.0,13.0,14.0
1,2020-11-14,68.0,68.0,3984,5474,4770,4430,63,73,46,62,-25.0,-21.0,-23.0,-21.0,-7.0,-3.0,-4.0,-2.0,24.0,7.0,-7.0,11.0,-55.0,-51.0,-50.0,-43.0,16.0,13.0,14.0,8.0
1,2020-11-15,74.0,74.0,5474,4770,4430,4301,73,46,62,65,-21.0,-23.0,-21.0,-25.0,-3.0,-4.0,-2.0,-11.0,7.0,-7.0,11.0,-13.0,-51.0,-50.0,-43.0,-50.0,13.0,14.0,8.0,7.0
1,2020-11-16,109.0,109.0,4770,4430,4301,6033,46,62,65,74,-23.0,-21.0,-25.0,-24.0,-4.0,-2.0,-11.0,-9.0,-7.0,11.0,-13.0,-14.0,-50.0,-43.0,-50.0,-54.0,14.0,8.0,7.0,13.0
1,2020-11-17,78.0,78.0,4430,4301,6033,4462,62,65,74,68,-21.0,-25.0,-24.0,-25.0,-2.0,-11.0,-9.0,-7.0,11.0,-13.0,-14.0,-9.0,-43.0,-50.0,-54.0,-53.0,8.0,7.0,13.0,13.0
1,2020-11-18,106.0,106.0,4301,6033,4462,4518,65,74,68,104,-25.0,-24.0,-25.0,-25.0,-11.0,-9.0,-7.0,-7.0,-13.0,-14.0,-9.0,-14.0,-50.0,-54.0,-53.0,-53.0,7.0,13.0,13.0,13.0
1,2020-11-19,90.0,90.0,6033,4462,4518,4794,74,68,104,70,-24.0,-25.0,-25.0,-22.0,-9.0,-7.0,-7.0,-4.0,-14.0,-9.0,-14.0,-1.0,-54.0,-53.0,-53.0,-52.0,13.0,13.0,13.0,13.0
1,2020-11-20,103.0,103.0,4462,4518,4794,4987,68,104,70,67,-25.0,-25.0,-22.0,-22.0,-7.0,-7.0,-4.0,-3.0,-9.0,-14.0,-1.0,7.0,-53.0,-53.0,-52.0,-50.0,13.0,13.0,13.0,13.0
1,2020-11-21,74.0,74.0,4518,4794,4987,4957,104,70,67,66,-25.0,-22.0,-22.0,-20.0,-7.0,-4.0,-3.0,0.0,-14.0,-1.0,7.0,9.0,-53.0,-52.0,-50.0,-43.0,13.0,13.0,13.0,8.0
1,2020-11-22,85.0,85.0,4794,4987,4957,4745,70,67,66,56,-22.0,-22.0,-20.0,-26.0,-4.0,-3.0,0.0,-10.0,-1.0,7.0,9.0,-14.0,-52.0,-50.0,-43.0,-50.0,13.0,13.0,8.0,8.0
1,2020-11-23,121.0,121.0,4987,4957,4745,6795,67,66,56,79,-22.0,-20.0,-26.0,-26.0,-3.0,0.0,-10.0,-10.0,7.0,9.0,-14.0,-15.0,-50.0,-43.0,-50.0,-55.0,13.0,8.0,8.0,13.0
1,2020-11-24,97.0,97.0,4957,4745,6795,5282,66,56,79,100,-20.0,-26.0,-26.0,-25.0,0.0,-10.0,-10.0,-5.0,9.0,-14.0,-15.0,-14.0,-43.0,-50.0,-55.0,-55.0,8.0,8.0,13.0,13.0
1,2020-11-25,116.0,116.0,4745,6795,5282,4958,56,79,100,58,-26.0,-26.0,-25.0,-28.0,-10.0,-10.0,-5.0,-10.0,-14.0,-15.0,-14.0,-14.0,-50.0,-55.0,-55.0,-54.0,8.0,13.0,13.0,14.0
1,2020-11-26,118.0,118.0,6795,5282,4958,5679,79,100,58,82,-26.0,-25.0,-28.0,-22.0,-10.0,-5.0,-10.0,-3.0,-15.0,-14.0,-14.0,-11.0,-55.0,-55.0,-54.0,-53.0,13.0,13.0,14.0,13.0
1,2020-11-27,128.0,128.0,5282,4958,5679,5954,100,58,82,86,-25.0,-28.0,-22.0,-23.0,-5.0,-10.0,-3.0,-3.0,-14.0,-14.0,-11.0,-11.0,-55.0,-54.0,-53.0,-51.0,13.0,14.0,13.0,14.0
1,2020-11-28,98.0,98.0,4958,5679,5954,5675,58,82,86,68,-28.0,-22.0,-23.0,-23.0,-10.0,-3.0,-3.0,-1.0,-14.0,-11.0,-11.0,10.0,-54.0,-53.0,-51.0,-45.0,14.0,13.0,14.0,9.0
1,2020-11-29,84.0,84.0,5679,5954,5675,5383,82,86,68,74,-22.0,-23.0,-23.0,-22.0,-3.0,-3.0,-1.0,-5.0,-11.0,-11.0,10.0,25.0,-53.0,-51.0,-45.0,-48.0,13.0,14.0,9.0,7.0
1,2020-11-30,140.0,140.0,5954,5675,5383,7895,86,68,74,109,-23.0,-23.0,-22.0,-24.0,-3.0,-1.0,-5.0,-7.0,-11.0,10.0,25.0,-19.0,-51.0,-45.0,-48.0,-55.0,14.0,9.0,7.0,13.0
1,2020-12-01,116.0,116.0,5675,5383,7895,5495,68,74,109,78,-23.0,-22.0,-24.0,-27.0,-1.0,-5.0,-7.0,-5.0,10.0,25.0,-19.0,-9.0,-45.0,-48.0,-55.0,-55.0,9.0,7.0,13.0,14.0
1,2020-12-02,118.0,118.0,5383,7895,5495,6454,74,109,78,106,-22.0,-24.0,-27.0,-25.0,-5.0,-7.0,-5.0,-3.0,25.0,-19.0,-9.0,-5.0,-48.0,-55.0,-55.0,-53.0,7.0,13.0,14.0,14.0
1,2020-12-03,156.0,156.0,7895,5495,6454,6264,109,78,106,90,-24.0,-27.0,-25.0,-23.0,-7.0,-5.0,-3.0,-1.0,-19.0,-9.0,-5.0,-2.0,-55.0,-55.0,-53.0,-53.0,13.0,14.0,14.0,14.0
1,2020-12-04,113.0,113.0,5495,6454,6264,6419,78,106,90,103,-27.0,-25.0,-23.0,-27.0,-5.0,-3.0,-1.0,-6.0,-9.0,-5.0,-2.0,-13.0,-55.0,-53.0,-53.0,-53.0,14.0,14.0,14.0,15.0
1,2020-12-05,104.0,104.0,6454,6264,6419,6354,106,90,103,74,-25.0,-23.0,-27.0,-25.0,-3.0,-1.0,-6.0,-1.0,-5.0,-2.0,-13.0,6.0,-53.0,-53.0,-53.0,-45.0,14.0,14.0,15.0,9.0
1,2020-12-06,90.0,90.0,6264,6419,6354,6305,90,103,74,85,-23.0,-27.0,-25.0,-26.0,-1.0,-6.0,-1.0,-7.0,-2.0,-13.0,6.0,6.0,-53.0,-53.0,-45.0,-50.0,14.0,15.0,9.0,8.0
1,2020-12-07,107.0,107.0,6419,6354,6305,7724,103,74,85,121,-27.0,-25.0,-26.0,-25.0,-6.0,-1.0,-7.0,-6.0,-13.0,6.0,6.0,-13.0,-53.0,-45.0,-50.0,-56.0,15.0,9.0,8.0,13.0
1,2020-12-08,126.0,126.0,6354,6305,7724,6171,74,85,121,97,-25.0,-26.0,-25.0,-26.0,-1.0,-7.0,-6.0,-3.0,6.0,6.0,-13.0,-10.0,-45.0,-50.0,-56.0,-56.0,9.0,8.0,13.0,13.0
1,2020-12-09,145.0,145.0,6305,7724,6171,6399,85,121,97,116,-26.0,-25.0,-26.0,-27.0,-7.0,-6.0,-3.0,-6.0,6.0,-13.0,-10.0,-12.0,-50.0,-56.0,-56.0,-55.0,8.0,13.0,13.0,14.0
1,2020-12-10,150.0,150.0,7724,6171,6399,6686,121,97,116,118,-25.0,-26.0,-27.0,-23.0,-6.0,-3.0,-6.0,-1.0,-13.0,-10.0,-12.0,-4.0,-56.0,-56.0,-55.0,-54.0,13.0,13.0,14.0,14.0
1,2020-12-11,64.0,64.0,6171,6399,6686,6715,97,116,118,128,-26.0,-27.0,-23.0,-24.0,-3.0,-6.0,-1.0,-2.0,-10.0,-12.0,-4.0,-7.0,-56.0,-55.0,-54.0,-53.0,13.0,14.0,14.0,14.0
1,2020-12-12,85.0,85.0,6399,6686,6715,5984,116,118,128,98,-27.0,-23.0,-24.0,-26.0,-6.0,-1.0,-2.0,-1.0,-12.0,-4.0,-7.0,-13.0,-55.0,-54.0,-53.0,-48.0,14.0,14.0,14.0,10.0
1,2020-12-13,120.0,120.0,6686,6715,5984,5916,118,128,98,84,-23.0,-24.0,-26.0,-28.0,-1.0,-2.0,-1.0,-8.0,-4.0,-7.0,-13.0,-15.0,-54.0,-53.0,-48.0,-52.0,14.0,14.0,10.0,9.0
1,2020-12-14,157.0,157.0,6715,5984,5916,8377,128,98,84,140,-24.0,-26.0,-28.0,-25.0,-2.0,-1.0,-8.0,-4.0,-7.0,-13.0,-15.0,-12.0,-53.0,-48.0,-52.0,-56.0,14.0,10.0,9.0,14.0
1,2020-12-15,200.0,200.0,5984,5916,8377,6244,98,84,140,116,-26.0,-28.0,-25.0,-24.0,-1.0,-8.0,-4.0,0.0,-13.0,-15.0,-12.0,-15.0,-48.0,-52.0,-56.0,-56.0,10.0,9.0,14.0,14.0
1,2020-12-16,122.0,122.0,5916,8377,6244,6512,84,140,116,118,-28.0,-25.0,-24.0,-25.0,-8.0,-4.0,0.0,-3.0,-15.0,-12.0,-15.0,-24.0,-52.0,-56.0,-56.0,-56.0,9.0,14.0,14.0,14.0
1,2020-12-17,112.0,112.0,8377,6244,6512,7006,140,116,118,156,-25.0,-24.0,-25.0,-23.0,-4.0,0.0,-3.0,2.0,-12.0,-15.0,-24.0,-13.0,-56.0,-56.0,-56.0,-55.0,14.0,14.0,14.0,15.0
1,2020-12-18,44.0,44.0,6244,6512,7006,6700,116,118,156,113,-24.0,-25.0,-23.0,-27.0,0.0,-3.0,2.0,-2.0,-15.0,-24.0,-13.0,-19.0,-56.0,-56.0,-55.0,-55.0,14.0,14.0,15.0,16.0
1,2020-12-19,108.0,108.0,6512,7006,6700,6459,118,156,113,104,-25.0,-23.0,-27.0,-26.0,-3.0,2.0,-2.0,1.0,-24.0,-13.0,-19.0,-9.0,-56.0,-55.0,-55.0,-46.0,14.0,15.0,16.0,10.0
1,2020-12-20,92.0,92.0,7006,6700,6459,6007,156,113,104,90,-23.0,-27.0,-26.0,-24.0,2.0,-2.0,1.0,-3.0,-13.0,-19.0,-9.0,13.0,-55.0,-55.0,-46.0,-48.0,15.0,16.0,10.0,8.0
1,2020-12-21,241.0,241.0,6700,6459,6007,7577,113,104,90,107,-27.0,-26.0,-24.0,-14.0,-2.0,1.0,-3.0,12.0,-19.0,-9.0,13.0,-2.0,-55.0,-46.0,-48.0,-56.0,16.0,10.0,8.0,15.0
1,2020-12-22,142.0,142.0,6459,6007,7577,6260,104,90,107,126,-26.0,-24.0,-14.0,-13.0,1.0,-3.0,12.0,21.0,-9.0,13.0,-2.0,5.0,-46.0,-48.0,-56.0,-55.0,10.0,8.0,15.0,15.0
1,2020-12-23,150.0,150.0,6007,7577,6260,6921,90,107,126,145,-24.0,-14.0,-13.0,-7.0,-3.0,12.0,21.0,40.0,13.0,-2.0,5.0,8.0,-48.0,-56.0,-55.0,-53.0,8.0,15.0,15.0,15.0
1,2020-12-24,165.0,165.0,7577,6260,6921,6684,107,126,145,150,-14.0,-13.0,-7.0,-22.0,12.0,21.0,40.0,31.0,-2.0,5.0,8.0,-3.0,-56.0,-55.0,-53.0,-62.0,15.0,15.0,15.0,20.0
1,2020-12-25,142.0,142.0,6260,6921,6684,1749,126,145,150,64,-13.0,-7.0,-22.0,-85.0,21.0,40.0,31.0,-78.0,5.0,8.0,-3.0,-20.0,-55.0,-53.0,-62.0,-82.0,15.0,15.0,20.0,29.0
1,2020-12-26,138.0,138.0,6921,6684,1749,3114,145,150,64,85,-7.0,-22.0,-85.0,-59.0,40.0,31.0,-78.0,-40.0,8.0,-3.0,-20.0,-15.0,-53.0,-62.0,-82.0,-64.0,15.0,20.0,29.0,14.0
1,2020-12-27,90.0,90.0,6684,1749,3114,10100,150,64,85,120,-22.0,-85.0,-59.0,-43.0,31.0,-78.0,-40.0,-23.0,-3.0,-20.0,-15.0,16.0,-62.0,-82.0,-64.0,-58.0,20.0,29.0,14.0,10.0
1,2020-12-28,125.0,125.0,1749,3114,10100,6465,64,85,120,157,-85.0,-59.0,-43.0,-36.0,-78.0,-40.0,-23.0,-10.0,-20.0,-15.0,16.0,16.0,-82.0,-64.0,-58.0,-69.0,29.0,14.0,10.0,23.0
1,2020-12-29,160.0,160.0,3114,10100,6465,8189,85,120,157,200,-59.0,-43.0,-36.0,-34.0,-40.0,-23.0,-10.0,-2.0,-15.0,16.0,16.0,20.0,-64.0,-58.0,-69.0,-65.0,14.0,10.0,23.0,21.0
1,2020-12-30,180.0,180.0,10100,6465,8189,8459,120,157,200,122,-43.0,-36.0,-34.0,-32.0,-23.0,-10.0,-2.0,6.0,16.0,16.0,20.0,-3.0,-58.0,-69.0,-65.0,-64.0,10.0,23.0,21.0,21.0
1,2020-12-31,147.0,147.0,6465,8189,8459,7143,157,200,122,112,-36.0,-34.0,-32.0,-28.0,-10.0,-2.0,6.0,19.0,16.0,20.0,-3.0,31.0,-69.0,-65.0,-64.0,-65.0,23.0,21.0,21.0,21.0
1,2021-01-01,170.0,170.0,8189,8459,7143,991,200,122,112,44,-34.0,-32.0,-28.0,-74.0,-2.0,6.0,19.0,-67.0,20.0,-3.0,31.0,11.0,-65.0,-64.0,-65.0,-80.0,21.0,21.0,21.0,31.0
1,2021-01-02,122.0,122.0,8459,7143,991,4535,122,112,44,108,-32.0,-28.0,-74.0,-48.0,6.0,19.0,-67.0,-21.0,-3.0,31.0,11.0,6.0,-64.0,-65.0,-80.0,-60.0,21.0,21.0,31.0,14.0
1,2021-01-03,128.0,128.0,7143,991,4535,16141,112,44,108,92,-28.0,-74.0,-48.0,-43.0,19.0,-67.0,-21.0,-18.0,31.0,11.0,6.0,22.0,-65.0,-80.0,-60.0,-57.0,21.0,31.0,14.0,10.0
1,2021-01-04,125.0,125.0,991,4535,16141,10058,44,108,92,241,-74.0,-48.0,-43.0,-38.0,-67.0,-21.0,-18.0,-10.0,11.0,6.0,22.0,-2.0,-80.0,-60.0,-57.0,-62.0,31.0,14.0,10.0,17.0
1,2021-01-05,151.0,151.0,4535,16141,10058,7250,108,92,241,142,-48.0,-43.0,-38.0,-38.0,-21.0,-18.0,-10.0,-7.0,6.0,22.0,-2.0,-9.0,-60.0,-57.0,-62.0,-62.0,14.0,10.0,17.0,17.0
1,2021-01-06,185.0,185.0,16141,10058,7250,8082,92,241,142,150,-43.0,-38.0,-38.0,-39.0,-18.0,-10.0,-7.0,-10.0,22.0,-2.0,-9.0,0.0,-57.0,-62.0,-62.0,-61.0,10.0,17.0,17.0,18.0
1,2021-01-07,139.0,139.0,10058,7250,8082,8227,241,142,150,165,-38.0,-38.0,-39.0,-39.0,-10.0,-7.0,-10.0,-10.0,-2.0,-9.0,0.0,3.0,-62.0,-62.0,-61.0,-62.0,17.0,17.0,18.0,18.0
1,2021-01-08,181.0,181.0,7250,8082,8227,9237,142,150,165,142,-38.0,-39.0,-39.0,-42.0,-7.0,-10.0,-10.0,-14.0,-9.0,0.0,3.0,-11.0,-62.0,-61.0,-62.0,-62.0,17.0,18.0,18.0,19.0
1,2021-01-09,105.0,105.0,8082,8227,9237,8393,150,165,142,138,-39.0,-39.0,-42.0,-42.0,-10.0,-10.0,-14.0,-11.0,0.0,3.0,-11.0,25.0,-61.0,-62.0,-62.0,-56.0,18.0,18.0,19.0,12.0
1,2021-01-10,127.0,127.0,8227,9237,8393,7283,165,142,138,90,-39.0,-42.0,-42.0,-43.0,-10.0,-14.0,-11.0,-16.0,3.0,-11.0,25.0,19.0,-62.0,-62.0,-56.0,-59.0,18.0,19.0,12.0,10.0
1,2021-01-11,126.0,126.0,9237,8393,7283,8325,142,138,90,125,-42.0,-42.0,-43.0,-41.0,-14.0,-11.0,-16.0,-16.0,-11.0,25.0,19.0,-12.0,-62.0,-56.0,-59.0,-62.0,19.0,12.0,10.0,17.0
1,2021-01-12,147.0,147.0,8393,7283,8325,6141,138,90,125,160,-42.0,-43.0,-41.0,-41.0,-11.0,-16.0,-16.0,-13.0,25.0,19.0,-12.0,-10.0,-56.0,-59.0,-62.0,-62.0,12.0,10.0,17.0,17.0
1,2021-01-13,93.0,93.0,7283,8325,6141,7139,90,125,160,180,-43.0,-41.0,-41.0,-42.0,-16.0,-16.0,-13.0,-13.0,19.0,-12.0,-10.0,-7.0,-59.0,-62.0,-62.0,-62.0,10.0,17.0,17.0,17.0
1,2021-01-14,191.0,191.0,8325,6141,7139,7447,125,160,180,147,-41.0,-41.0,-42.0,-45.0,-16.0,-13.0,-13.0,-18.0,-12.0,-10.0,-7.0,-9.0,-62.0,-62.0,-62.0,-64.0,17.0,17.0,17.0,18.0
1,2021-01-15,149.0,149.0,6141,7139,7447,6880,160,180,147,170,-41.0,-42.0,-45.0,-45.0,-13.0,-13.0,-18.0,-17.0,-10.0,-7.0,-9.0,-12.0,-62.0,-62.0,-64.0,-64.0,17.0,17.0,18.0,19.0
1,2021-01-16,133.0,133.0,7139,7447,6880,6359,180,147,170,122,-42.0,-45.0,-45.0,-48.0,-13.0,-18.0,-17.0,-21.0,-7.0,-9.0,-12.0,3.0,-62.0,-64.0,-64.0,-61.0,17.0,18.0,19.0,13.0
1,2021-01-17,83.0,83.0,7447,6880,6359,6284,147,170,122,128,-45.0,-45.0,-48.0,-46.0,-18.0,-17.0,-21.0,-21.0,-9.0,-12.0,3.0,15.0,-64.0,-64.0,-61.0,-61.0,18.0,19.0,13.0,10.0
1,2021-01-18,104.0,104.0,6880,6359,6284,6420,170,122,128,125,-45.0,-48.0,-46.0,-43.0,-17.0,-21.0,-21.0,-19.0,-12.0,3.0,15.0,-5.0,-64.0,-61.0,-61.0,-63.0,19.0,13.0,10.0,16.0
1,2021-01-19,97.0,97.0,6359,6284,6420,5028,122,128,125,151,-48.0,-46.0,-43.0,-44.0,-21.0,-21.0,-19.0,-17.0,3.0,15.0,-5.0,-10.0,-61.0,-61.0,-63.0,-63.0,13.0,10.0,16.0,17.0
1,2021-01-20,119.0,119.0,6284,6420,5028,5701,128,125,151,185,-46.0,-43.0,-44.0,-43.0,-21.0,-19.0,-17.0,-17.0,15.0,-5.0,-10.0,-15.0,-61.0,-63.0,-63.0,-63.0,10.0,16.0,17.0,17.0
1,2021-01-21,125.0,125.0,6420,5028,5701,6111,125,151,185,139,-43.0,-44.0,-43.0,-43.0,-19.0,-17.0,-17.0,-16.0,-5.0,-10.0,-15.0,-9.0,-63.0,-63.0,-63.0,-63.0,16.0,17.0,17.0,17.0
1,2021-01-22,121.0,121.0,5028,5701,6111,5827,151,185,139,181,-44.0,-43.0,-43.0,-44.0,-17.0,-17.0,-16.0,-17.0,-10.0,-15.0,-9.0,-15.0,-63.0,-63.0,-63.0,-63.0,17.0,17.0,17.0,19.0
1,2021-01-23,93.0,93.0,5701,6111,5827,5094,185,139,181,105,-43.0,-43.0,-44.0,-43.0,-17.0,-16.0,-17.0,-14.0,-15.0,-9.0,-15.0,1.0,-63.0,-63.0,-63.0,-59.0,17.0,17.0,19.0,12.0
1,2021-01-24,60.0,60.0,6111,5827,5094,4679,139,181,105,127,-43.0,-44.0,-43.0,-47.0,-16.0,-17.0,-14.0,-22.0,-9.0,-15.0,1.0,-9.0,-63.0,-63.0,-59.0,-63.0,17.0,19.0,12.0,10.0
1,2021-01-25,70.0,70.0,5827,5094,4679,5617,181,105,127,126,-44.0,-43.0,-47.0,-43.0,-17.0,-14.0,-22.0,-19.0,-15.0,1.0,-9.0,-13.0,-63.0,-59.0,-63.0,-64.0,19.0,12.0,10.0,16.0
1,2021-01-26,84.0,84.0,5094,4679,5617,4041,105,127,126,147,-43.0,-47.0,-43.0,-47.0,-14.0,-22.0,-19.0,-22.0,1.0,-9.0,-13.0,-16.0,-59.0,-63.0,-64.0,-64.0,12.0,10.0,16.0,17.0
1,2021-01-27,93.0,93.0,4679,5617,4041,4320,127,126,147,93,-47.0,-43.0,-47.0,-43.0,-22.0,-19.0,-22.0,-16.0,-9.0,-13.0,-16.0,-13.0,-63.0,-64.0,-64.0,-62.0,10.0,16.0,17.0,17.0
1,2021-01-28,82.0,82.0,5617,4041,4320,4806,126,147,93,191,-43.0,-47.0,-43.0,-42.0,-19.0,-22.0,-16.0,-16.0,-13.0,-16.0,-13.0,-18.0,-64.0,-64.0,-62.0,-63.0,16.0,17.0,17.0,17.0
1,2021-01-29,79.0,79.0,4041,4320,4806,4827,147,93,191,149,-47.0,-43.0,-42.0,-43.0,-22.0,-16.0,-16.0,-16.0,-16.0,-13.0,-18.0,-22.0,-64.0,-62.0,-63.0,-63.0,17.0,17.0,17.0,18.0
1,2021-01-30,70.0,70.0,4320,4806,4827,4110,93,191,149,133,-43.0,-42.0,-43.0,-41.0,-16.0,-16.0,-16.0,-11.0,-13.0,-18.0,-22.0,2.0,-62.0,-63.0,-63.0,-60.0,17.0,17.0,18.0,12.0
1,2021-01-31,23.0,23.0,4806,4827,4110,3933,191,149,133,83,-42.0,-43.0,-41.0,-42.0,-16.0,-16.0,-11.0,-17.0,-18.0,-22.0,2.0,6.0,-63.0,-63.0,-60.0,-62.0,17.0,18.0,12.0,9.0
1,2021-02-01,37.0,37.0,4827,4110,3933,4502,149,133,83,104,-43.0,-41.0,-42.0,-40.0,-16.0,-11.0,-17.0,-14.0,-22.0,2.0,6.0,-14.0,-63.0,-60.0,-62.0,-63.0,18.0,12.0,9.0,16.0
1,2021-02-02,97.0,97.0,4110,3933,4502,2948,133,83,104,97,-41.0,-42.0,-40.0,-44.0,-11.0,-17.0,-14.0,-18.0,2.0,6.0,-14.0,-18.0,-60.0,-62.0,-63.0,-64.0,12.0,9.0,16.0,17.0
1,2021-02-03,44.0,44.0,3933,4502,2948,3267,83,104,97,119,-42.0,-40.0,-44.0,-42.0,-17.0,-14.0,-18.0,-16.0,6.0,-14.0,-18.0,-2.0,-62.0,-63.0,-64.0,-62.0,9.0,16.0,17.0,17.0
1,2021-02-04,70.0,70.0,4502,2948,3267,3982,104,97,119,125,-40.0,-44.0,-42.0,-40.0,-14.0,-18.0,-16.0,-13.0,-14.0,-18.0,-2.0,1.0,-63.0,-64.0,-62.0,-62.0,16.0,17.0,17.0,16.0
1,2021-02-05,72.0,72.0,2948,3267,3982,4136,97,119,125,121,-44.0,-42.0,-40.0,-45.0,-18.0,-16.0,-13.0,-18.0,-18.0,-2.0,1.0,-22.0,-64.0,-62.0,-62.0,-63.0,17.0,17.0,16.0,18.0
1,2021-02-06,50.0,50.0,3267,3982,4136,3264,119,125,121,93,-42.0,-40.0,-45.0,-43.0,-16.0,-13.0,-18.0,-13.0,-2.0,1.0,-22.0,-4.0,-62.0,-62.0,-63.0,-60.0,17.0,16.0,18.0,12.0
