spatial id,temporal id,Target (normal),Normal target,_Daily_Cases t-7,_Daily_Cases t-6,_Daily_Cases t-5,_Daily_Cases t-4,_Daily_Cases t-3,_Daily_Cases t-2,_Daily_Cases t-1,_Daily_Cases t,Daily_Deaths t-7,Daily_Deaths t-6,Daily_Deaths t-5,Daily_Deaths t-4,Daily_Deaths t-3,Daily_Deaths t-2,Daily_Deaths t-1,Daily_Deaths t,retail_and_recreation_percent_change_from_baseline t-7,retail_and_recreation_percent_change_from_baseline t-6,retail_and_recreation_percent_change_from_baseline t-5,retail_and_recreation_percent_change_from_baseline t-4,retail_and_recreation_percent_change_from_baseline t-3,retail_and_recreation_percent_change_from_baseline t-2,retail_and_recreation_percent_change_from_baseline t-1,retail_and_recreation_percent_change_from_baseline t,grocery_and_pharmacy_percent_change_from_baseline t-7,grocery_and_pharmacy_percent_change_from_baseline t-6,grocery_and_pharmacy_percent_change_from_baseline t-5,grocery_and_pharmacy_percent_change_from_baseline t-4,grocery_and_pharmacy_percent_change_from_baseline t-3,grocery_and_pharmacy_percent_change_from_baseline t-2,grocery_and_pharmacy_percent_change_from_baseline t-1,grocery_and_pharmacy_percent_change_from_baseline t,parks_percent_change_from_baseline t-7,parks_percent_change_from_baseline t-6,parks_percent_change_from_baseline t-5,parks_percent_change_from_baseline t-4,parks_percent_change_from_baseline t-3,parks_percent_change_from_baseline t-2,parks_percent_change_from_baseline t-1,parks_percent_change_from_baseline t,transit_stations_percent_change_from_baseline t-7,transit_stations_percent_change_from_baseline t-6,transit_stations_percent_change_from_baseline t-5,transit_stations_percent_change_from_baseline t-4,transit_stations_percent_change_from_baseline t-3,transit_stations_percent_change_from_baseline t-2,transit_stations_percent_change_from_baseline t-1,transit_stations_percent_change_from_baseline t,residential_percent_change_from_baseline_ t-7,residential_percent_change_from_baseline_ t-6,residential_percent_change_from_baseline_ t-5,residential_percent_change_from_baseline_ t-4,residential_percent_change_from_baseline_ t-3,residential_percent_change_from_baseline_ t-2,residential_percent_change_from_baseline_ t-1,residential_percent_change_from_baseline_ t
1,2020-08-01,6.0,6.0,355,319,682,400,486,320,604,242,4,4,13,10,5,13,6,4,-18.0,-12.0,-10.0,-10.0,-9.0,-7.0,-13.0,-17.0,-1.0,-3.0,4.0,7.0,7.0,9.0,7.0,0.0,201.0,191.0,145.0,182.0,157.0,171.0,174.0,211.0,-29.0,-31.0,-47.0,-47.0,-45.0,-45.0,-41.0,-28.0,2.0,0.0,11.0,10.0,11.0,10.0,9.0,1.0
1,2020-08-02,5.0,5.0,319,682,400,486,320,604,242,245,4,13,10,5,13,6,4,3,-12.0,-10.0,-10.0,-9.0,-7.0,-13.0,-17.0,-13.0,-3.0,4.0,7.0,7.0,9.0,7.0,0.0,-4.0,191.0,145.0,182.0,157.0,171.0,174.0,211.0,151.0,-31.0,-47.0,-47.0,-45.0,-45.0,-41.0,-28.0,-36.0,0.0,11.0,10.0,11.0,10.0,9.0,1.0,1.0
1,2020-08-03,2.0,2.0,682,400,486,320,604,242,245,205,13,10,5,13,6,4,3,3,-10.0,-10.0,-9.0,-7.0,-13.0,-17.0,-13.0,-17.0,4.0,7.0,7.0,9.0,7.0,0.0,-4.0,-8.0,145.0,182.0,157.0,171.0,174.0,211.0,151.0,209.0,-47.0,-47.0,-45.0,-45.0,-41.0,-28.0,-36.0,-54.0,11.0,10.0,11.0,10.0,9.0,1.0,1.0,14.0
1,2020-08-04,10.0,10.0,400,486,320,604,242,245,205,686,10,5,13,6,4,3,3,8,-10.0,-9.0,-7.0,-13.0,-17.0,-13.0,-17.0,-12.0,7.0,7.0,9.0,7.0,0.0,-4.0,-8.0,5.0,182.0,157.0,171.0,174.0,211.0,151.0,209.0,107.0,-47.0,-45.0,-45.0,-41.0,-28.0,-36.0,-54.0,-48.0,10.0,11.0,10.0,9.0,1.0,1.0,14.0,11.0
1,2020-08-05,6.0,6.0,486,320,604,242,245,205,686,374,5,13,6,4,3,3,8,6,-9.0,-7.0,-13.0,-17.0,-13.0,-17.0,-12.0,-7.0,7.0,9.0,7.0,0.0,-4.0,-8.0,5.0,8.0,157.0,171.0,174.0,211.0,151.0,209.0,107.0,164.0,-45.0,-45.0,-41.0,-28.0,-36.0,-54.0,-48.0,-43.0,11.0,10.0,9.0,1.0,1.0,14.0,11.0,10.0
1,2020-08-06,3.0,3.0,320,604,242,245,205,686,374,354,13,6,4,3,3,8,6,6,-7.0,-13.0,-17.0,-13.0,-17.0,-12.0,-7.0,-8.0,9.0,7.0,0.0,-4.0,-8.0,5.0,8.0,6.0,171.0,174.0,211.0,151.0,209.0,107.0,164.0,176.0,-45.0,-41.0,-28.0,-36.0,-54.0,-48.0,-43.0,-44.0,10.0,9.0,1.0,1.0,14.0,11.0,10.0,10.0
1,2020-08-07,14.0,14.0,604,242,245,205,686,374,354,516,6,4,3,3,8,6,6,5,-13.0,-17.0,-13.0,-17.0,-12.0,-7.0,-8.0,-16.0,7.0,0.0,-4.0,-8.0,5.0,8.0,6.0,0.0,174.0,211.0,151.0,209.0,107.0,164.0,176.0,155.0,-41.0,-28.0,-36.0,-54.0,-48.0,-43.0,-44.0,-43.0,9.0,1.0,1.0,14.0,11.0,10.0,10.0,9.0
1,2020-08-08,1.0,1.0,242,245,205,686,374,354,516,245,4,3,3,8,6,6,5,4,-17.0,-13.0,-17.0,-12.0,-7.0,-8.0,-16.0,-16.0,0.0,-4.0,-8.0,5.0,8.0,6.0,0.0,-2.0,211.0,151.0,209.0,107.0,164.0,176.0,155.0,197.0,-28.0,-36.0,-54.0,-48.0,-43.0,-44.0,-43.0,-29.0,1.0,1.0,14.0,11.0,10.0,10.0,9.0,1.0
1,2020-08-09,4.0,4.0,245,205,686,374,354,516,245,219,3,3,8,6,6,5,4,3,-13.0,-17.0,-12.0,-7.0,-8.0,-16.0,-16.0,-11.0,-4.0,-8.0,5.0,8.0,6.0,0.0,-2.0,-4.0,151.0,209.0,107.0,164.0,176.0,155.0,197.0,187.0,-36.0,-54.0,-48.0,-43.0,-44.0,-43.0,-29.0,-30.0,1.0,14.0,11.0,10.0,10.0,9.0,1.0,0.0
1,2020-08-10,8.0,8.0,205,686,374,354,516,245,219,686,3,8,6,6,5,4,3,7,-17.0,-12.0,-7.0,-8.0,-16.0,-16.0,-11.0,-8.0,-8.0,5.0,8.0,6.0,0.0,-2.0,-4.0,2.0,209.0,107.0,164.0,176.0,155.0,197.0,187.0,169.0,-54.0,-48.0,-43.0,-44.0,-43.0,-29.0,-30.0,-46.0,14.0,11.0,10.0,10.0,9.0,1.0,0.0,9.0
1,2020-08-11,5.0,5.0,686,374,354,516,245,219,686,336,8,6,6,5,4,3,7,6,-12.0,-7.0,-8.0,-16.0,-16.0,-11.0,-8.0,-11.0,5.0,8.0,6.0,0.0,-2.0,-4.0,2.0,3.0,107.0,164.0,176.0,155.0,197.0,187.0,169.0,147.0,-48.0,-43.0,-44.0,-43.0,-29.0,-30.0,-46.0,-47.0,11.0,10.0,10.0,9.0,1.0,0.0,9.0,10.0
1,2020-08-12,5.0,5.0,374,354,516,245,219,686,336,314,6,6,5,4,3,7,6,5,-7.0,-8.0,-16.0,-16.0,-11.0,-8.0,-11.0,-9.0,8.0,6.0,0.0,-2.0,-4.0,2.0,3.0,4.0,164.0,176.0,155.0,197.0,187.0,169.0,147.0,170.0,-43.0,-44.0,-43.0,-29.0,-30.0,-46.0,-47.0,-44.0,10.0,10.0,9.0,1.0,0.0,9.0,10.0,9.0
1,2020-08-13,4.0,4.0,354,516,245,219,686,336,314,477,6,5,4,3,7,6,5,6,-8.0,-16.0,-16.0,-11.0,-8.0,-11.0,-9.0,-8.0,6.0,0.0,-2.0,-4.0,2.0,3.0,4.0,4.0,176.0,155.0,197.0,187.0,169.0,147.0,170.0,178.0,-44.0,-43.0,-29.0,-30.0,-46.0,-47.0,-44.0,-44.0,10.0,9.0,1.0,0.0,9.0,10.0,9.0,9.0
1,2020-08-14,13.0,13.0,516,245,219,686,336,314,477,425,5,4,3,7,6,5,6,4,-16.0,-16.0,-11.0,-8.0,-11.0,-9.0,-8.0,-14.0,0.0,-2.0,-4.0,2.0,3.0,4.0,4.0,1.0,155.0,197.0,187.0,169.0,147.0,170.0,178.0,164.0,-43.0,-29.0,-30.0,-46.0,-47.0,-44.0,-44.0,-42.0,9.0,1.0,0.0,9.0,10.0,9.0,9.0,9.0
1,2020-08-15,3.0,3.0,245,219,686,336,314,477,425,220,4,3,7,6,5,6,4,6,-16.0,-11.0,-8.0,-11.0,-9.0,-8.0,-14.0,-15.0,-2.0,-4.0,2.0,3.0,4.0,4.0,1.0,-1.0,197.0,187.0,169.0,147.0,170.0,178.0,164.0,202.0,-29.0,-30.0,-46.0,-47.0,-44.0,-44.0,-42.0,-28.0,1.0,0.0,9.0,10.0,9.0,9.0,9.0,1.0
1,2020-08-16,1.0,1.0,219,686,336,314,477,425,220,179,3,7,6,5,6,4,6,5,-11.0,-8.0,-11.0,-9.0,-8.0,-14.0,-15.0,-10.0,-4.0,2.0,3.0,4.0,4.0,1.0,-1.0,-3.0,187.0,169.0,147.0,170.0,178.0,164.0,202.0,188.0,-30.0,-46.0,-47.0,-44.0,-44.0,-42.0,-28.0,-30.0,0.0,9.0,10.0,9.0,9.0,9.0,1.0,-1.0
1,2020-08-17,8.0,8.0,686,336,314,477,425,220,179,214,7,6,5,6,4,6,5,2,-8.0,-11.0,-9.0,-8.0,-14.0,-15.0,-10.0,-10.0,2.0,3.0,4.0,4.0,1.0,-1.0,-3.0,1.0,169.0,147.0,170.0,178.0,164.0,202.0,188.0,139.0,-46.0,-47.0,-44.0,-44.0,-42.0,-28.0,-30.0,-47.0,9.0,10.0,9.0,9.0,9.0,1.0,-1.0,9.0
1,2020-08-18,4.0,4.0,336,314,477,425,220,179,214,866,6,5,6,4,6,5,2,10,-11.0,-9.0,-8.0,-14.0,-15.0,-10.0,-10.0,-10.0,3.0,4.0,4.0,1.0,-1.0,-3.0,1.0,3.0,147.0,170.0,178.0,164.0,202.0,188.0,139.0,153.0,-47.0,-44.0,-44.0,-42.0,-28.0,-30.0,-47.0,-46.0,10.0,9.0,9.0,9.0,1.0,-1.0,9.0,10.0
1,2020-08-19,2.0,2.0,314,477,425,220,179,214,866,324,5,6,4,6,5,2,10,6,-9.0,-8.0,-14.0,-15.0,-10.0,-10.0,-10.0,-10.0,4.0,4.0,1.0,-1.0,-3.0,1.0,3.0,2.0,170.0,178.0,164.0,202.0,188.0,139.0,153.0,155.0,-44.0,-44.0,-42.0,-28.0,-30.0,-47.0,-46.0,-44.0,9.0,9.0,9.0,1.0,-1.0,9.0,10.0,9.0
1,2020-08-20,6.0,6.0,477,425,220,179,214,866,324,217,6,4,6,5,2,10,6,3,-8.0,-14.0,-15.0,-10.0,-10.0,-10.0,-10.0,-7.0,4.0,1.0,-1.0,-3.0,1.0,3.0,2.0,4.0,178.0,164.0,202.0,188.0,139.0,153.0,155.0,143.0,-44.0,-42.0,-28.0,-30.0,-47.0,-46.0,-44.0,-44.0,9.0,9.0,1.0,-1.0,9.0,10.0,9.0,9.0
1,2020-08-21,1.0,1.0,425,220,179,214,866,324,217,694,4,6,5,2,10,6,3,14,-14.0,-15.0,-10.0,-10.0,-10.0,-10.0,-7.0,-15.0,1.0,-1.0,-3.0,1.0,3.0,2.0,4.0,0.0,164.0,202.0,188.0,139.0,153.0,155.0,143.0,125.0,-42.0,-28.0,-30.0,-47.0,-46.0,-44.0,-44.0,-43.0,9.0,1.0,-1.0,9.0,10.0,9.0,9.0,9.0
1,2020-08-22,1.0,1.0,220,179,214,866,324,217,694,241,6,5,2,10,6,3,14,1,-15.0,-10.0,-10.0,-10.0,-10.0,-7.0,-15.0,-15.0,-1.0,-3.0,1.0,3.0,2.0,4.0,0.0,-2.0,202.0,188.0,139.0,153.0,155.0,143.0,125.0,184.0,-28.0,-30.0,-47.0,-46.0,-44.0,-44.0,-43.0,-28.0,1.0,-1.0,9.0,10.0,9.0,9.0,9.0,1.0
1,2020-08-23,2.0,2.0,179,214,866,324,217,694,241,257,5,2,10,6,3,14,1,4,-10.0,-10.0,-10.0,-10.0,-7.0,-15.0,-15.0,-10.0,-3.0,1.0,3.0,2.0,4.0,0.0,-2.0,-3.0,188.0,139.0,153.0,155.0,143.0,125.0,184.0,169.0,-30.0,-47.0,-46.0,-44.0,-44.0,-43.0,-28.0,-30.0,-1.0,9.0,10.0,9.0,9.0,9.0,1.0,0.0
1,2020-08-24,3.0,3.0,214,866,324,217,694,241,257,777,2,10,6,3,14,1,4,8,-10.0,-10.0,-10.0,-7.0,-15.0,-15.0,-10.0,-9.0,1.0,3.0,2.0,4.0,0.0,-2.0,-3.0,0.0,139.0,153.0,155.0,143.0,125.0,184.0,169.0,134.0,-47.0,-46.0,-44.0,-44.0,-43.0,-28.0,-30.0,-46.0,9.0,10.0,9.0,9.0,9.0,1.0,0.0,9.0
1,2020-08-25,7.0,7.0,866,324,217,694,241,257,777,309,10,6,3,14,1,4,8,5,-10.0,-10.0,-7.0,-15.0,-15.0,-10.0,-9.0,-10.0,3.0,2.0,4.0,0.0,-2.0,-3.0,0.0,4.0,153.0,155.0,143.0,125.0,184.0,169.0,134.0,145.0,-46.0,-44.0,-44.0,-43.0,-28.0,-30.0,-46.0,-45.0,10.0,9.0,9.0,9.0,1.0,0.0,9.0,9.0
1,2020-08-26,4.0,4.0,324,217,694,241,257,777,309,477,6,3,14,1,4,8,5,5,-10.0,-7.0,-15.0,-15.0,-10.0,-9.0,-10.0,-9.0,2.0,4.0,0.0,-2.0,-3.0,0.0,4.0,2.0,155.0,143.0,125.0,184.0,169.0,134.0,145.0,126.0,-44.0,-44.0,-43.0,-28.0,-30.0,-46.0,-45.0,-44.0,9.0,9.0,9.0,1.0,0.0,9.0,9.0,9.0
1,2020-08-27,8.0,8.0,217,694,241,257,777,309,477,456,3,14,1,4,8,5,5,4,-7.0,-15.0,-15.0,-10.0,-9.0,-10.0,-9.0,-7.0,4.0,0.0,-2.0,-3.0,0.0,4.0,2.0,4.0,143.0,125.0,184.0,169.0,134.0,145.0,126.0,134.0,-44.0,-43.0,-28.0,-30.0,-46.0,-45.0,-44.0,-43.0,9.0,9.0,1.0,0.0,9.0,9.0,9.0,9.0
1,2020-08-28,0.0,0.0,694,241,257,777,309,477,456,506,14,1,4,8,5,5,4,13,-15.0,-15.0,-10.0,-9.0,-10.0,-9.0,-7.0,-14.0,0.0,-2.0,-3.0,0.0,4.0,2.0,4.0,0.0,125.0,184.0,169.0,134.0,145.0,126.0,134.0,134.0,-43.0,-28.0,-30.0,-46.0,-45.0,-44.0,-43.0,-41.0,9.0,1.0,0.0,9.0,9.0,9.0,9.0,8.0
1,2020-08-29,2.0,2.0,241,257,777,309,477,456,506,297,1,4,8,5,5,4,13,3,-15.0,-10.0,-9.0,-10.0,-9.0,-7.0,-14.0,-16.0,-2.0,-3.0,0.0,4.0,2.0,4.0,0.0,-2.0,184.0,169.0,134.0,145.0,126.0,134.0,134.0,97.0,-28.0,-30.0,-46.0,-45.0,-44.0,-43.0,-41.0,-33.0,1.0,0.0,9.0,9.0,9.0,9.0,8.0,3.0
1,2020-08-30,3.0,3.0,257,777,309,477,456,506,297,249,4,8,5,5,4,13,3,1,-10.0,-9.0,-10.0,-9.0,-7.0,-14.0,-16.0,-7.0,-3.0,0.0,4.0,2.0,4.0,0.0,-2.0,0.0,169.0,134.0,145.0,126.0,134.0,134.0,97.0,152.0,-30.0,-46.0,-45.0,-44.0,-43.0,-41.0,-33.0,-28.0,0.0,9.0,9.0,9.0,9.0,8.0,3.0,0.0
1,2020-08-31,13.0,13.0,777,309,477,456,506,297,249,1030,8,5,5,4,13,3,1,8,-9.0,-10.0,-9.0,-7.0,-14.0,-16.0,-7.0,-7.0,0.0,4.0,2.0,4.0,0.0,-2.0,0.0,3.0,134.0,145.0,126.0,134.0,134.0,97.0,152.0,131.0,-46.0,-45.0,-44.0,-43.0,-41.0,-33.0,-28.0,-42.0,9.0,9.0,9.0,9.0,8.0,3.0,0.0,8.0
1,2020-09-01,8.0,8.0,309,477,456,506,297,249,1030,504,5,5,4,13,3,1,8,4,-10.0,-9.0,-7.0,-14.0,-16.0,-7.0,-7.0,-8.0,4.0,2.0,4.0,0.0,-2.0,0.0,3.0,5.0,145.0,126.0,134.0,134.0,97.0,152.0,131.0,122.0,-45.0,-44.0,-43.0,-41.0,-33.0,-28.0,-42.0,-42.0,9.0,9.0,9.0,8.0,3.0,0.0,8.0,9.0
1,2020-09-02,5.0,5.0,477,456,506,297,249,1030,504,519,5,4,13,3,1,8,4,2,-9.0,-7.0,-14.0,-16.0,-7.0,-7.0,-8.0,-10.0,2.0,4.0,0.0,-2.0,0.0,3.0,5.0,1.0,126.0,134.0,134.0,97.0,152.0,131.0,122.0,88.0,-44.0,-43.0,-41.0,-33.0,-28.0,-42.0,-42.0,-44.0,9.0,9.0,8.0,3.0,0.0,8.0,9.0,10.0
1,2020-09-03,5.0,5.0,456,506,297,249,1030,504,519,586,4,13,3,1,8,4,2,6,-7.0,-14.0,-16.0,-7.0,-7.0,-8.0,-10.0,-8.0,4.0,0.0,-2.0,0.0,3.0,5.0,1.0,3.0,134.0,134.0,97.0,152.0,131.0,122.0,88.0,138.0,-43.0,-41.0,-33.0,-28.0,-42.0,-42.0,-44.0,-41.0,9.0,8.0,3.0,0.0,8.0,9.0,10.0,8.0
1,2020-09-04,12.0,12.0,506,297,249,1030,504,519,586,614,13,3,1,8,4,2,6,1,-14.0,-16.0,-7.0,-7.0,-8.0,-10.0,-8.0,-11.0,0.0,-2.0,0.0,3.0,5.0,1.0,3.0,4.0,134.0,97.0,152.0,131.0,122.0,88.0,138.0,134.0,-41.0,-33.0,-28.0,-42.0,-42.0,-44.0,-41.0,-39.0,8.0,3.0,0.0,8.0,9.0,10.0,8.0,7.0
1,2020-09-05,7.0,7.0,297,249,1030,504,519,586,614,370,3,1,8,4,2,6,1,1,-16.0,-7.0,-7.0,-8.0,-10.0,-8.0,-11.0,-13.0,-2.0,0.0,3.0,5.0,1.0,3.0,4.0,1.0,97.0,152.0,131.0,122.0,88.0,138.0,134.0,163.0,-33.0,-28.0,-42.0,-42.0,-44.0,-41.0,-39.0,-28.0,3.0,0.0,8.0,9.0,10.0,8.0,7.0,1.0
1,2020-09-06,2.0,2.0,249,1030,504,519,586,614,370,379,1,8,4,2,6,1,1,2,-7.0,-7.0,-8.0,-10.0,-8.0,-11.0,-13.0,-2.0,0.0,3.0,5.0,1.0,3.0,4.0,1.0,2.0,152.0,131.0,122.0,88.0,138.0,134.0,163.0,212.0,-28.0,-42.0,-42.0,-44.0,-41.0,-39.0,-28.0,-28.0,0.0,8.0,9.0,10.0,8.0,7.0,1.0,-1.0
1,2020-09-07,12.0,12.0,1030,504,519,586,614,370,379,405,8,4,2,6,1,1,2,3,-7.0,-8.0,-10.0,-8.0,-11.0,-13.0,-2.0,-33.0,3.0,5.0,1.0,3.0,4.0,1.0,2.0,-29.0,131.0,122.0,88.0,138.0,134.0,163.0,212.0,146.0,-42.0,-42.0,-44.0,-41.0,-39.0,-28.0,-28.0,-60.0,8.0,9.0,10.0,8.0,7.0,1.0,-1.0,17.0
1,2020-09-08,9.0,9.0,504,519,586,614,370,379,405,1462,4,2,6,1,1,2,3,7,-8.0,-10.0,-8.0,-11.0,-13.0,-2.0,-33.0,-9.0,5.0,1.0,3.0,4.0,1.0,2.0,-29.0,11.0,122.0,88.0,138.0,134.0,163.0,212.0,146.0,81.0,-42.0,-44.0,-41.0,-39.0,-28.0,-28.0,-60.0,-44.0,9.0,10.0,8.0,7.0,1.0,-1.0,17.0,9.0
1,2020-09-09,8.0,8.0,519,586,614,370,379,405,1462,378,2,6,1,1,2,3,7,4,-10.0,-8.0,-11.0,-13.0,-2.0,-33.0,-9.0,-12.0,1.0,3.0,4.0,1.0,2.0,-29.0,11.0,2.0,88.0,138.0,134.0,163.0,212.0,146.0,81.0,84.0,-44.0,-41.0,-39.0,-28.0,-28.0,-60.0,-44.0,-44.0,10.0,8.0,7.0,1.0,-1.0,17.0,9.0,9.0
1,2020-09-10,8.0,8.0,586,614,370,379,405,1462,378,821,6,1,1,2,3,7,4,8,-8.0,-11.0,-13.0,-2.0,-33.0,-9.0,-12.0,-10.0,3.0,4.0,1.0,2.0,-29.0,11.0,2.0,2.0,138.0,134.0,163.0,212.0,146.0,81.0,84.0,96.0,-41.0,-39.0,-28.0,-28.0,-60.0,-44.0,-44.0,-43.0,8.0,7.0,1.0,-1.0,17.0,9.0,9.0,9.0
1,2020-09-11,7.0,7.0,614,370,379,405,1462,378,821,720,1,1,2,3,7,4,8,0,-11.0,-13.0,-2.0,-33.0,-9.0,-12.0,-10.0,-14.0,4.0,1.0,2.0,-29.0,11.0,2.0,2.0,-1.0,134.0,163.0,212.0,146.0,81.0,84.0,96.0,107.0,-39.0,-28.0,-28.0,-60.0,-44.0,-44.0,-43.0,-41.0,7.0,1.0,-1.0,17.0,9.0,9.0,9.0,8.0
1,2020-09-12,6.0,6.0,370,379,405,1462,378,821,720,488,1,2,3,7,4,8,0,2,-13.0,-2.0,-33.0,-9.0,-12.0,-10.0,-14.0,-12.0,1.0,2.0,-29.0,11.0,2.0,2.0,-1.0,0.0,163.0,212.0,146.0,81.0,84.0,96.0,107.0,133.0,-28.0,-28.0,-60.0,-44.0,-44.0,-43.0,-41.0,-29.0,1.0,-1.0,17.0,9.0,9.0,9.0,8.0,2.0
1,2020-09-13,5.0,5.0,379,405,1462,378,821,720,488,476,2,3,7,4,8,0,2,3,-2.0,-33.0,-9.0,-12.0,-10.0,-14.0,-12.0,-12.0,2.0,-29.0,11.0,2.0,2.0,-1.0,0.0,-3.0,212.0,146.0,81.0,84.0,96.0,107.0,133.0,77.0,-28.0,-60.0,-44.0,-44.0,-43.0,-41.0,-29.0,-36.0,-1.0,17.0,9.0,9.0,9.0,8.0,2.0,2.0
1,2020-09-14,17.0,17.0,405,1462,378,821,720,488,476,1458,3,7,4,8,0,2,3,13,-33.0,-9.0,-12.0,-10.0,-14.0,-12.0,-12.0,-11.0,-29.0,11.0,2.0,2.0,-1.0,0.0,-3.0,-2.0,146.0,81.0,84.0,96.0,107.0,133.0,77.0,78.0,-60.0,-44.0,-44.0,-43.0,-41.0,-29.0,-36.0,-45.0,17.0,9.0,9.0,9.0,8.0,2.0,2.0,9.0
1,2020-09-15,13.0,13.0,1462,378,821,720,488,476,1458,802,7,4,8,0,2,3,13,8,-9.0,-12.0,-10.0,-14.0,-12.0,-12.0,-11.0,-11.0,11.0,2.0,2.0,-1.0,0.0,-3.0,-2.0,1.0,81.0,84.0,96.0,107.0,133.0,77.0,78.0,80.0,-44.0,-44.0,-43.0,-41.0,-29.0,-36.0,-45.0,-45.0,9.0,9.0,9.0,8.0,2.0,2.0,9.0,9.0
1,2020-09-16,18.0,18.0,378,821,720,488,476,1458,802,952,4,8,0,2,3,13,8,5,-12.0,-10.0,-14.0,-12.0,-12.0,-11.0,-11.0,-13.0,2.0,2.0,-1.0,0.0,-3.0,-2.0,1.0,-3.0,84.0,96.0,107.0,133.0,77.0,78.0,80.0,90.0,-44.0,-43.0,-41.0,-29.0,-36.0,-45.0,-45.0,-43.0,9.0,9.0,8.0,2.0,2.0,9.0,9.0,9.0
1,2020-09-17,16.0,16.0,821,720,488,476,1458,802,952,1027,8,0,2,3,13,8,5,5,-10.0,-14.0,-12.0,-12.0,-11.0,-11.0,-13.0,-12.0,2.0,-1.0,0.0,-3.0,-2.0,1.0,-3.0,-2.0,96.0,107.0,133.0,77.0,78.0,80.0,90.0,89.0,-43.0,-41.0,-29.0,-36.0,-45.0,-45.0,-43.0,-44.0,9.0,8.0,2.0,2.0,9.0,9.0,9.0,9.0
1,2020-09-18,98.0,98.0,720,488,476,1458,802,952,1027,1174,0,2,3,13,8,5,5,12,-14.0,-12.0,-12.0,-11.0,-11.0,-13.0,-12.0,-14.0,-1.0,0.0,-3.0,-2.0,1.0,-3.0,-2.0,-3.0,107.0,133.0,77.0,78.0,80.0,90.0,89.0,74.0,-41.0,-29.0,-36.0,-45.0,-45.0,-43.0,-44.0,-43.0,8.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0
1,2020-09-19,21.0,21.0,488,476,1458,802,952,1027,1174,554,2,3,13,8,5,5,12,7,-12.0,-12.0,-11.0,-11.0,-13.0,-12.0,-14.0,-13.0,0.0,-3.0,-2.0,1.0,-3.0,-2.0,-3.0,-1.0,133.0,77.0,78.0,80.0,90.0,89.0,74.0,102.0,-29.0,-36.0,-45.0,-45.0,-43.0,-44.0,-43.0,-33.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,3.0
1,2020-09-20,44.0,44.0,476,1458,802,952,1027,1174,554,1143,3,13,8,5,5,12,7,2,-12.0,-11.0,-11.0,-13.0,-12.0,-14.0,-13.0,-8.0,-3.0,-2.0,1.0,-3.0,-2.0,-3.0,-1.0,-1.0,77.0,78.0,80.0,90.0,89.0,74.0,102.0,133.0,-36.0,-45.0,-45.0,-43.0,-44.0,-43.0,-33.0,-33.0,2.0,9.0,9.0,9.0,9.0,9.0,3.0,1.0
1,2020-09-21,29.0,29.0,1458,802,952,1027,1174,554,1143,1833,13,8,5,5,12,7,2,12,-11.0,-11.0,-13.0,-12.0,-14.0,-13.0,-8.0,-13.0,-2.0,1.0,-3.0,-2.0,-3.0,-1.0,-1.0,-2.0,78.0,80.0,90.0,89.0,74.0,102.0,133.0,85.0,-45.0,-45.0,-43.0,-44.0,-43.0,-33.0,-33.0,-46.0,9.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0
1,2020-09-22,18.0,18.0,802,952,1027,1174,554,1143,1833,1272,8,5,5,12,7,2,12,9,-11.0,-13.0,-12.0,-14.0,-13.0,-8.0,-13.0,-15.0,1.0,-3.0,-2.0,-3.0,-1.0,-1.0,-2.0,-1.0,80.0,90.0,89.0,74.0,102.0,133.0,85.0,83.0,-45.0,-43.0,-44.0,-43.0,-33.0,-33.0,-46.0,-46.0,9.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0
1,2020-09-23,19.0,19.0,952,1027,1174,554,1143,1833,1272,1084,5,5,12,7,2,12,9,8,-13.0,-12.0,-14.0,-13.0,-8.0,-13.0,-15.0,-17.0,-3.0,-2.0,-3.0,-1.0,-1.0,-2.0,-1.0,-3.0,90.0,89.0,74.0,102.0,133.0,85.0,83.0,65.0,-43.0,-44.0,-43.0,-33.0,-33.0,-46.0,-46.0,-47.0,9.0,9.0,9.0,3.0,1.0,9.0,9.0,10.0
1,2020-09-24,18.0,18.0,1027,1174,554,1143,1833,1272,1084,1148,5,12,7,2,12,9,8,8,-12.0,-14.0,-13.0,-8.0,-13.0,-15.0,-17.0,-15.0,-2.0,-3.0,-1.0,-1.0,-2.0,-1.0,-3.0,-1.0,89.0,74.0,102.0,133.0,85.0,83.0,65.0,65.0,-44.0,-43.0,-33.0,-33.0,-46.0,-46.0,-47.0,-46.0,9.0,9.0,3.0,1.0,9.0,9.0,10.0,10.0
1,2020-09-25,14.0,14.0,1174,554,1143,1833,1272,1084,1148,1630,12,7,2,12,9,8,8,7,-14.0,-13.0,-8.0,-13.0,-15.0,-17.0,-15.0,-17.0,-3.0,-1.0,-1.0,-2.0,-1.0,-3.0,-1.0,-3.0,74.0,102.0,133.0,85.0,83.0,65.0,65.0,73.0,-43.0,-33.0,-33.0,-46.0,-46.0,-47.0,-46.0,-45.0,9.0,3.0,1.0,9.0,9.0,10.0,10.0,9.0
