spatial id,temporal id,Target (normal),Normal target,Tmax t,Tmin_Summer t,Tmin_Winter t,DegreeDays t,ColdTolerance t+1,RelativeHumidity t,SMI t,WindSpeed t,PeakEmergence t,PineCover t,PineHeight t,PineAge t,Latitude,Longitude,Elevation,Slope,Aspect,Northerness,Easterness,Stems,BP0,BP1,BP2,BP3,BP0red,BP1red,BP2red,BP3red,BP0man,BP1man,BP2man,BP3man,Dist2BorderS
117,2006,0.0,0.0,34.1621,3.9935,-33.8924,1568.423042,0.44069,68.0771,39.9503,12.9765,207,0.505708824994414,2.82860925229625,13.549372273469999,49.554656316099994,-109.89699536379999,1178,3.34,44.7,0.7107994738729921,0.703394702810504,2.35577245987915,0,0,0,0,0,0,0,0,0,0,0,0,2935.116316546189
118,2006,0.0,0.0,34.1745,4.0034,-33.8896,1570.136333,0.44081,68.0809333333333,39.8791333333333,12.97645,207,0.400719297076677,2.94976158324266,14.538167529934098,49.554656316099994,-109.89561036379999,1176,3.38,26.2,0.8972583696743279,0.441505852791745,6.07527102291488,0,0,0,0,0,0,0,0,0,0,0,0,3001.9262607742103
119,2006,0.0,0.0,34.1668,4.0093,-33.8865,1569.914487,0.44084,68.0842333333333,39.9222,12.97375,207,2.3863062116001896,2.91654475470887,14.233097486982803,49.554656316099994,-109.89422536379999,1175,3.84,34.5,0.824126188622016,0.5664062369248329,12.519536509938199,0,0,0,0,0,0,0,0,0,0,0,0,3070.073764106989
120,2006,0.0,0.0,34.167,4.0113,-33.883,1569.863056,0.44075,68.0869,39.8413,12.96825,207,9.287469154509381,3.47223156229416,18.533131260350302,49.554656316099994,-109.89284036379999,1175,3.84,34.5,0.824126188622016,0.5664062369248329,83.677610698327,0,0,0,0,0,0,0,0,0,0,0,0,3140.4266763656897
121,2006,0.0,0.0,34.1877,4.0371,-33.8816,1573.87035,0.44127,68.0932333333333,39.6186,12.97985,206,10.9110849947451,3.53918349464948,18.7847881955367,49.554656316099994,-109.89145536379999,1169,5.23,56.0,0.5591929034707471,0.8290375725550421,102.748307883376,0,0,0,0,0,0,0,0,0,0,0,0,3211.86160165064
122,2006,0.0,0.0,34.3012,4.0787,-33.8811,1586.541232,0.44294,68.1021666666667,38.8998333333333,13.004,206,7.76880346582539,3.86081188540948,20.8865161020767,49.554656316099994,-109.89007036379999,1159,5.11,65.6,0.4131044298245421,0.9106836608061768,46.3261511515411,0,0,0,0,0,0,0,0,0,0,0,0,3285.3089804854303
133,2006,0.0,0.0,34.26,3.926,-33.8927,1569.211672,0.43872,68.0629,39.9201,12.9429,207,0.0,2.43653528965967,10.5854673302038,49.555556316099995,-109.89976536379999,1194,5.15,166.6,-0.972775878209396,0.23174790349415805,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2729.6244106594395
134,2006,0.0,0.0,34.3093,3.9556,-33.8923,1575.780889,0.4393,68.0695,39.594,12.955,207,0.009472780007185998,2.30366296020873,9.68256958066922,49.555556316099995,-109.89838036379999,1187,7.05,149.1,-0.858064905723644,0.51354125205817,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2794.1408357544897
135,2006,0.0,0.0,34.3092,3.9893,-33.892,1579.034058,0.44014,68.0768333333333,39.428233333333296,12.97065,206,0.07424156244765401,2.5952073001647,12.109879814309402,49.555556316099995,-109.89699536379999,1179,5.95,132.0,-0.6691306063588579,0.743144825477394,0.816751974480837,0,0,0,0,0,0,0,0,0,0,0,0,2860.2489660299493
136,2006,0.0,0.0,34.2824,4.019,-33.8909,1579.880628,0.44163,68.0837333333333,39.3564,12.98455,206,0.388965829867061,2.81268730254533,13.8766177513626,49.555556316099995,-109.89561036379999,1172,3.29,93.9,-0.068015290665248,0.997684278835605,5.8422781037375,0,0,0,0,0,0,0,0,0,0,0,0,2928.76599540452
137,2006,0.0,0.0,34.2401,4.0289,-33.8881,1577.477052,0.44119,68.0876,39.386933333333296,12.98475,206,0.8683067243805171,3.04833773452901,15.6282879672426,49.555556316099995,-109.89422536379999,1170,3.29,50.2,0.6401096994849549,0.7682835235935229,11.9163672779705,0,0,0,0,0,0,0,0,0,0,0,0,2998.57536306755
138,2006,0.0,0.0,34.2402,4.0309,-33.8847,1577.4246,0.4411,68.0903,39.42756666666671,12.9793,206,8.13318692521489,4.00407210812887,22.8663772067976,49.555556316099995,-109.89284036379999,1170,3.29,50.2,0.6401096994849549,0.7682835235935229,98.6081486882176,0,0,0,0,0,0,0,0,0,0,0,0,3070.56556433424
139,2006,0.0,0.0,34.2841,4.0607,-33.8834,1583.600941,0.44257,68.0973333333333,39.0747,12.9943,206,13.0412667199635,4.24374848297634,24.7870509955355,49.555556316099995,-109.89145536379999,1163,4.24,61.4,0.4786918579406071,0.877982975427981,157.246851373689,0,0,0,0,0,0,0,0,0,0,0,0,3143.58707507511
140,2006,0.0,0.0,34.3799,4.0904,-33.8818,1593.700809,0.44224,68.1045,38.5264,13.01,206,9.34117775808863,4.23242322643637,24.339127994077,49.555556316099995,-109.89007036379999,1156,3.89,73.8,0.278991106039229,0.9602936856769432,99.0794773494927,0,0,0,0,0,0,0,0,0,0,0,0,3218.59146081302
151,2006,0.0,0.0,34.2263,3.8744,-33.8857,1561.271371,0.43727,68.0561333333333,40.347866666666704,12.9089,207,0.0,2.24764008586521,9.15918180963035,49.5564563161,-109.89976536379999,1207,6.54,201.2,-0.9323238012155122,-0.361624570082092,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2652.73551621755
152,2006,0.0,0.0,34.2271,3.8882,-33.8837,1562.511611,0.43741,68.0604666666667,40.3370666666667,12.91005,207,0.00230049597021,1.9729604330912,7.37425278431738,49.5564563161,-109.89838036379999,1204,9.74,158.2,-0.928485826880913,0.371367835550235,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2719.0757022694893
153,2006,0.0,0.0,34.1935,3.9336,-33.8858,1564.488701,0.4386,68.0691666666667,40.2782666666667,12.93095,207,0.007876908038785999,2.3126721221127595,10.2044456236522,49.5564563161,-109.89699536379999,1193,10.61,132.5,-0.67559020761566,0.7372773368101241,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2786.9637352177397
154,2006,0.0,0.0,34.2754,4.0108,-33.8902,1578.492119,0.4406100000000001,68.0829,39.4719333333333,12.97585,206,0.294073174566396,2.5985238941150297,12.5274824607286,49.5564563161,-109.89561036379999,1174,7.41,113.9,-0.40514158677986295,0.914253955234264,3.1359174781431403,0,0,0,0,0,0,0,0,0,0,0,0,2857.2374066777397
155,2006,0.0,0.0,34.3399,4.0445,-33.8893,1586.631815,0.44138,68.0904666666667,38.9120333333333,12.9932,206,0.32247661082144,3.27487190963052,17.573073941963198,49.5564563161,-109.89422536379999,1166,3.38,96.3,-0.109734311091045,0.9939609554551802,4.84586892909374,0,0,0,0,0,0,0,0,0,0,0,0,2928.75090513526
156,2006,0.0,0.0,34.34,4.0465,-33.8858,1586.578559,0.44128,68.0931666666667,38.950233333333294,12.9878,206,4.98533050228571,4.36847596105576,25.656329896304694,49.5564563161,-109.89284036379999,1166,3.38,96.3,-0.109734311091045,0.9939609554551802,60.781875182645294,0,0,0,0,0,0,0,0,0,0,0,0,3002.41443331526
157,2006,0.0,0.0,34.3956,4.0644,-33.8836,1592.38689,0.44154,68.0983333333333,38.655866666666704,12.9942,206,11.266771440302401,4.4583461405775315,26.3203688952271,49.5564563161,-109.89145536379999,1162,2.74,101.1,-0.192521966525907,0.981292663992245,138.10774040276002,0,0,0,0,0,0,0,0,0,0,0,0,3077.05229433764
158,2006,0.0,0.0,34.4756,4.0902,-33.8817,1600.889954,0.44196,68.1049333333333,38.2183,13.00695,206,8.61350294146177,4.36793813982945,25.516409792306103,49.5564563161,-109.89007036379999,1156,3.43,116.4,-0.444635179184928,0.8957117602394129,102.642913354546,0,0,0,0,0,0,0,0,0,0,0,0,3153.63809954888
169,2006,0.0,0.0,33.979,3.8385,-33.8802,1539.050399,0.43763,68.0517,41.6094333333333,12.88605,207,0.0,2.11876828035236,8.06144918406062,49.5573563161,-109.89976536379999,1216,6.08,280.6,0.183951350612721,-0.982935349149554,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2577.43833563409
170,2006,0.0,0.0,33.8938,3.8166,-33.8726,1530.088218,0.43696,68.05126666666669,42.17176666666671,12.86775,207,0.0,1.6609758982241398,5.1258223429108485,49.5573563161,-109.89838036379999,1222,2.76,136.9,-0.7301622766207521,0.683273773680799,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2645.66602246713
171,2006,0.0,0.0,33.9808,3.8898,-33.88,1543.953517,0.43775,68.06343333333331,41.4791666666667,12.90115,207,0.0,2.01546098141671,8.08973416579056,49.5573563161,-109.89699536379999,1204,10.13,115.4,-0.428935133403146,0.9033352928633008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2715.3887276232
172,2006,0.0,0.0,34.1938,3.9868,-33.8879,1569.829986,0.43995,68.0796666666667,39.988733333333286,12.95625,207,0.139233582742484,2.32497737416031,10.6120639784212,49.5573563161,-109.89561036379999,1180,10.16,113.8,-0.4035452963523901,0.9149596678498252,0.865909724569917,0,0,0,0,0,0,0,0,0,0,0,0,2787.4661094264
173,2006,0.0,0.0,34.3626,4.0364,-33.8886,1587.47923,0.441,68.0896333333333,39.0147666666667,12.9844,206,0.219900140510852,3.51477725361633,19.393903651964106,49.5573563161,-109.89422536379999,1168,5.17,119.0,-0.484809620246337,0.874619707139396,1.7528215982341695,0,0,0,0,0,0,0,0,0,0,0,0,2860.72296723956
174,2006,0.0,0.0,34.3628,4.0384,-33.8851,1587.426595,0.4409,68.0923333333333,38.9468,12.97895,206,0.326240553858341,4.48312986546762,26.3708349085427,49.5573563161,-109.89284036379999,1168,5.17,119.0,-0.484809620246337,0.874619707139396,2.6707615638264905,0,0,0,0,0,0,0,0,0,0,0,0,2936.0923610068603
175,2006,0.0,0.0,34.4302,4.0562,-33.8829,1594.120033,0.44117,68.0975,38.612533333333296,12.98525,206,4.423036077429741,4.60666495575106,27.2733164803667,49.5573563161,-109.89145536379999,1164,2.69,132.9,-0.680720868958918,0.732542898787379,52.827263359267796,0,0,0,0,0,0,0,0,0,0,0,0,3012.37254135431
176,2006,0.0,0.0,34.4615,4.0662,-33.8801,1597.26247,0.44123,68.1014666666667,38.46006666666671,12.9858,206,5.52395872033367,4.53572234913418,26.6014557787985,49.5573563161,-109.89007036379999,1162,3.42,136.4,-0.724171861437468,0.68961954373567,68.3463287350496,0,0,0,0,0,0,0,0,0,0,0,0,3090.56013052501
187,2006,0.0,0.0,33.8577,3.8975,-33.8888,1536.224499,0.43958,68.06,41.8792,12.91675,207,0.0,2.03000243470558,7.23432723405267,49.5582563161,-109.89976536379999,1201,11.06,323.8,0.806960312143802,-0.5906056676199251,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2503.87647408684
188,2006,0.0,0.0,33.7846,3.8599,-33.8795,1526.515556,0.43849,68.0573333333333,42.5059666666667,12.888,207,0.0,1.4091478277691698,3.25325799826533,49.5582563161,-109.89838036379999,1211,7.04,341.0,0.945518575599317,-0.32556815445715803,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2574.05343816838
848,2006,1.0,1.0,33.9366,4.1402,-33.9143,1555.619623,0.43774,68.0897,42.2668,12.9162,207,4.15955514125298,7.22962088196209,34.9258248557308,49.5744563161,-109.89561036379999,1175,7.95,56.9,0.546101961014429,0.8377187166204392,62.4176844243011,0,0,0,0,0,0,0,0,0,0,0,0,2022.88471628698
864,2006,1.0,1.0,32.2591,3.1292,-33.9838,1358.088839,0.41454,67.8688,39.380733333333296,13.11975,210,12.659041374995502,6.29715683581207,36.85719582258029,49.5753563161,-110.00364036379999,1361,10.74,349.8,0.984195607969242,-0.177084740319584,171.630455398095,0,0,0,0,0,0,0,0,0,0,0,0,68.8999200452663
865,2006,1.0,1.0,32.2584,3.1306,-33.9795,1357.915872,0.41448,67.8715333333333,39.47846666666671,13.115,210,16.4543266152896,7.75154096950291,43.5749433738929,49.5753563161,-110.00225536379999,1361,10.74,349.8,0.984195607969242,-0.177084740319584,274.957224981496,0,0,0,0,0,0,0,0,0,0,0,0,67.58023601491071
866,2006,1.0,1.0,32.2204,3.1392,-33.9783,1355.732678,0.41475,67.8748,39.7909333333333,13.1102,210,15.350256827358,7.800686841361308,43.0140147544098,49.5753563161,-110.00087036379999,1359,11.35,0.9,0.9998766324816608,0.015707317311821,245.556524775253,0,0,0,0,0,0,0,0,0,0,0,0,69.2115955138853
867,2006,1.0,1.0,32.2112,3.1557,-34.0146,1354.874249,0.4151,67.87723333333331,39.967133333333294,13.10545,210,10.4412779525803,7.6669776487847185,43.83928843875949,49.5753563161,-109.99948536379999,1360,10.94,9.1,0.9874138067509108,0.158158067254484,253.88555032129398,0,0,0,0,0,0,0,0,0,0,0,0,70.83305493987659
868,2006,1.0,1.0,32.2557,3.1829,-34.0225,1360.708919,0.41598,67.8818666666667,40.13516666666671,13.1005,210,16.0446157438578,7.767057498525901,45.1157328182053,49.5753563161,-109.99810036379999,1353,10.91,34.9,0.8201518758737719,0.572145873445516,301.964347270718,0,0,0,0,0,0,0,0,0,0,0,0,72.4681137050523
870,2006,1.0,1.0,32.5273,3.3086,-34.0674,1393.785478,0.42134,67.8967333333333,40.7162,13.0977,210,13.3265215874321,7.89158140219615,43.211187986076794,49.5753563161,-109.9953303638,1319,13.19,59.5,0.507538362960704,0.8616291604415259,360.593073088545,0,0,0,0,0,0,0,0,0,0,0,0,75.7320038256264
871,2006,1.0,1.0,32.9215,3.4058,-34.1003,1433.555895,0.4247,67.9067,40.2179,13.1083,209,7.662787059575289,6.96113145038134,35.4656198914181,49.5753563161,-109.9939453638,1292,7.89,47.3,0.6781596698680711,0.7349145951499599,207.83116168722302,0,0,0,0,0,0,0,0,0,0,0,0,77.3608085679004
873,2006,1.0,1.0,33.0044,3.3392,-34.0642,1431.903141,0.42195,67.9069666666667,39.3235,13.0856,209,16.0524799081995,5.86740254265987,26.7689208733282,49.5753563161,-109.9911753638,1312,8.18,293.9,0.4051415867798621,-0.914253955234264,164.561524618497,0,0,0,0,0,0,0,0,0,0,0,0,80.6357432919418
881,2006,1.0,1.0,32.5186,3.2152,-33.9728,1379.855364,0.41616,67.9179,40.4736666666667,13.0365,210,1.76659455113906,5.31675426793277,30.561235304352497,49.5753563161,-109.98009536379999,1350,4.63,62.4,0.4632960351198621,0.886203579231215,19.4349502450095,0,0,0,0,0,0,0,0,0,0,0,0,93.99087124271179
883,2006,1.0,1.0,32.515,3.279,-33.983000000000004,1386.14196,0.41839,67.9281,41.18246666666671,13.0272,210,33.7635977612226,9.176256087514961,54.35953359461561,49.5753563161,-109.97732536379999,1334,8.4,42.8,0.7337298645028759,0.679441304261516,371.837687671214,0,0,0,0,0,0,0,0,0,0,0,0,94.29159157572808
884,2006,1.0,1.0,32.5145,3.2807,-33.9787,1386.006437,0.4183,67.9307666666667,41.4065,13.0221,210,32.2182669045715,9.52929084019274,54.6765510337409,49.5753563161,-109.97594036379999,1334,8.4,42.8,0.7337298645028759,0.679441304261516,351.19185568018304,0,0,0,0,0,0,0,0,0,0,0,0,93.91803776439859
888,2006,1.0,1.0,32.874,3.332,-33.9793,1417.0718060000004,0.4194,67.9452,40.8820666666667,13.00385,209,18.9179504583008,14.651634721619804,80.0123637066245,49.5753563161,-109.9704003638,1322,7.81,301.7,0.525471651072268,-0.8508111094240509,309.79561567104196,0,0,0,0,0,0,0,0,0,0,0,0,92.447639431633
889,2006,1.0,1.0,32.7211,3.2968,-33.9604,1401.717846,0.41806,67.9448,41.0483,12.99635,210,24.0762761291653,14.893127637391698,82.5099279271708,49.5753563161,-109.9690153638,1332,7.56,316.7,0.72777275765721,-0.685818352927376,360.521778112161,0,0,0,0,0,0,0,0,0,0,0,0,92.08595416524193
890,2006,1.0,1.0,32.6224,3.28,-33.9485,1392.366776,0.41739,67.9458666666667,41.4452333333333,12.9906,210,22.3892305255504,14.8288131206938,84.5072207746925,49.5753563161,-109.9676303638,1337,8.45,325.9,0.828060334622494,-0.5606389945632421,427.13236944856203,0,0,0,0,0,0,0,0,0,0,0,0,91.723497522099
893,2006,1.0,1.0,32.6027,3.2344,-33.9204,1384.751432,0.41538,67.9495666666667,41.285033333333296,12.97535,210,14.783413718234401,14.2247362083819,78.0397753806478,49.5753563161,-109.96347536379999,1350,6.09,110.7,-0.35347484377925703,0.9354440308298672,366.756277785804,0,0,0,0,0,0,0,0,0,0,0,0,90.65238677268542
894,2006,1.0,1.0,32.7099,3.2905,-33.9331,1398.593698,0.41713,67.9567666666667,41.4942333333333,12.96965,210,10.6210296557615,14.1149480567597,79.90802651785,49.5753563161,-109.96209036379999,1336,8.45,110.0,-0.34202014332566905,0.939692620785908,331.423897446915,0,0,0,0,0,0,0,0,0,0,0,0,90.2973282697052
895,2006,1.0,1.0,32.8309,3.3454,-33.9466,1413.079212,0.41867,67.9639,41.7972,12.9665,209,13.547044314147303,14.039228803212302,81.2170666342663,49.5753563161,-109.96070536379999,1322,9.45,110.6,-0.35184164840470195,0.936059535738973,322.283344114916,0,0,0,0,0,0,0,0,0,0,0,0,89.94985812692009
898,2006,1.0,1.0,33.3618,3.5719,-34.0075,1476.068649,0.4334,67.9904666666667,41.2245333333333,12.9923,208,19.0180062520858,13.647163656918199,76.8036735039905,49.5753563161,-109.95655036379999,1262,3.01,56.8,0.5475632234925499,0.836764313458962,294.403158398596,0,0,0,0,0,0,0,0,0,0,0,0,89.08161101475241
899,2006,1.0,1.0,33.3033,3.5374,-33.9923,1467.77274,0.42414,67.9901,41.38366666666671,12.97585,208,14.6765853390616,13.2858443611476,75.0186143044248,49.5753563161,-109.95516536379999,1272,7.54,308.6,0.6238795967093871,-0.7815204724188181,253.89922489248798,0,0,0,0,0,0,0,0,0,0,0,0,88.7972592354945
901,2006,1.0,1.0,33.0742,3.4624,-33.9297,1441.923539,0.42143,67.9893,42.1068333333333,12.94765,209,10.0990672538879,11.833441377130498,69.4958894845076,49.5753563161,-109.9523953638,1292,7.78,317.0,0.7313537016191709,-0.6819983600624978,338.309165811547,0,0,0,0,0,0,0,0,0,0,0,0,88.2465639385975
902,2006,1.0,1.0,32.9727,3.4149,-33.9082,1429.165249,0.41979,67.9877666666667,42.3126666666667,12.93445,209,7.53703347374064,11.198940358531301,66.5743465954783,49.5753563161,-109.9510103638,1305,7.06,314.7,0.703394702810503,-0.710799473872993,254.96710868351002,0,0,0,0,0,0,0,0,0,0,0,0,88.01576870445841
904,2006,1.0,1.0,32.9113,3.3918,-33.8901,1421.672404,0.41875,67.9907333333333,42.613066666666704,12.92035,209,6.6886369136027515,9.94546833821028,59.6225639647164,49.5753563161,-109.9482403638,1312,6.18,316.8,0.728968627421412,-0.6845471059286881,134.22601586306,0,0,0,0,0,0,0,0,0,0,0,0,87.5613740574231
906,2006,1.0,1.0,32.7899,3.3417,-33.8621,1406.994825,0.41687,67.9912666666667,42.6350333333333,12.9059,209,29.226534538886,6.87444734607971,44.2718185328013,49.5753563161,-109.9454703638,1326,5.11,318.8,0.7524149088957242,-0.6586894601186801,273.06015766278097,0,0,0,0,0,0,0,0,0,0,0,0,87.1143511129085
913,2006,1.0,1.0,32.9383,3.3572,-33.8343,1417.630855,0.41639,67.9309333333333,43.3156666666667,12.86715,209,6.23781875972327,3.3629882869349803,15.62489448625,49.5753563161,-109.93577536379999,1325,6.66,143.5,-0.803856860617217,0.594822786751341,24.327057872957106,0,0,0,0,0,0,0,0,0,0,0,0,85.60857680450509
919,2006,1.0,1.0,33.2734,3.6015,-33.8852,1466.047341,0.43147,67.9757,43.9592,12.8689,208,15.5029396407745,2.91506633548602,13.7267039219569,49.5753563161,-109.9274653638,1265,6.4,80.5,0.165047605860678,0.9862856015372308,65.2508723203537,0,0,0,0,0,0,0,0,0,0,0,0,84.3891017452726
933,2006,1.0,1.0,33.8156,3.9531,-33.8779,1536.426214,0.44033,68.0763666666667,42.273033333333295,12.88975,207,0.0,7.337282266247259,35.8433855237163,49.5753563161,-109.89838036379999,1188,9.02,46.8,0.684547105928689,0.7289686274214108,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1824.45052372962
934,2006,1.0,1.0,33.8688,4.1471,-33.9193,1551.49168,0.43815,68.0885666666667,42.4897666666667,12.9247,207,8.29886360795638,7.561238818728269,37.3231609390659,49.5753563161,-109.89699536379999,1173,9.35,41.6,0.7477980904985321,0.663926212652242,127.196483662814,0,0,0,0,0,0,0,0,0,0,0,0,1924.12806611549
951,2006,1.0,1.0,32.3317,3.219,-34.0596,1371.598319,0.41783,67.8741,39.8678666666667,13.1188,210,12.6564631763963,7.47053626990146,43.648071828434716,49.57625631609999,-110.00364036379999,1341,13.32,358.0,0.999390827019096,-0.034899496702501004,240.498219490666,0,0,0,0,0,0,0,0,0,0,0,0,168.910859405325
952,2006,1.0,1.0,32.3311,3.2208,-34.0553,1371.434816,0.41776,67.8768666666667,39.9651,13.11395,210,16.960089942223,8.81915564932933,49.7871870854688,49.57625631609999,-110.00225536379999,1341,13.32,358.0,0.999390827019096,-0.034899496702501004,306.308170766555,0,0,0,0,0,0,0,0,0,0,0,0,167.632214574784
