spatial id,temporal id,Target,temporal_covariate_0 t,temporal_covariate_1 t-2,temporal_covariate_1 t-1,temporal_covariate_1 t,temporal_covariate_2 t,temporal_covariate_3 t,temporal_covariate_4 t,temporal_covariate_5 t,temporal_covariate_6 t,temporal_covariate_7 t-1,temporal_covariate_7 t,temporal_covariate_8 t,temporal_covariate_9 t,temporal_covariate_10 t,futuristic_covariate_0 t-1,futuristic_covariate_0 t,spatial_covariate_0,spatial_covariate_1,spatial_covariate_2,spatial_covariate_3,spatial_covariate_4,spatial_covariate_5,spatial_covariate_6,spatial_covariate_7,spatial_covariate_8,spatial_covariate_9,spatial_covariate_10,spatial_covariate_11,spatial_covariate_12,spatial_covariate_13,spatial_covariate_14,spatial_covariate_15,spatial_covariate_16,spatial_covariate_17,spatial_covariate_18,spatial_covariate_19,spatial_covariate_20,spatial_covariate_21,spatial_covariate_22,spatial_covariate_23,spatial_covariate_24,spatial_covariate_25,spatial_covariate_26,spatial_covariate_27,spatial_covariate_28
1,2020/02/10,0.0,4.219507705176107,0.0,0.0,0.0,0.0,0.5049107142857142,-0.5558035714285714,-0.19914712153518124,0.4519851237430572,,,4.911761629758837,11.572830188679246,0.0,0.0,0.001445801720481496,11.19757476893232,0.4145264042379683,6.627910869361749,4.52293948827333,3.4929947427851737,-86.71012237686571,0.002555133071161911,0.0002774262552266931,0.00026808682698418454,3.7532921511046387,2.8787791173329897,3.5791145602056513,3.836398384317666,2.959254064951581,3.454478748275092,3.3209473556505693,2.8685770980687444,1.296565591153761,0.35138496773341754,2.995193698869574,2.794547349713349,4.102026423811725,0.0,4.441889209266621,0.008118469139173011,1.123183549398615,10.680052221988445,4.480244416933056,7.12379424943805
2,2020/02/10,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,1.6321428571428573,-0.5357142857142857,-0.02417582417582417,0.4519851237430572,,,3.5921396815000173,-12.846103896103894,0.0,0.0,0.0,10.143641465879133,0.3796717685791019,9.891750860019647,5.683900773928662,4.098691352118353,-145.83859773448276,0.0017328613551983504,0.0,0.0,1.1976334426210113,2.281678408174732,3.5553480614894135,4.011087883010241,3.032961615322347,3.4849467390654043,3.4635784046597053,2.5542825896573413,0.4828517717235845,0.07739426484523056,3.0352630060965597,2.2029552520452045,3.5512580762378887,0.0,5.5224208915158535,0.45280936971650737,0.5447271754416719,11.07348020518904,4.398529360752596,6.550531312177478
4,2020/02/10,0.0,2.772588722239781,0.0,0.0,0.0,0.0,2.182857142857143,1.2476190476190478,-0.4723809523809524,0.4519851237430572,,,2.5152356900711674,7.965904761904762,0.0,0.0,0.02682517473734279,13.07759555276993,0.4033198196238335,8.932336558165762,4.062030887840817,3.516782556145751,-111.46323212666667,0.0012896228968288111,0.00024094096008469613,0.0002383423740395474,3.2012664865543012,2.769249820974266,3.3421548410283717,4.021773869387265,3.0413427848060435,3.4339872044851463,3.237370407504365,2.954910279033736,1.3173014896329391,0.38877858647876845,2.80238481836374,2.4720465340583955,3.616308761279101,0.0,4.953210127509828,0.06518848251489458,1.2039728043259361,10.801733790691125,4.463461446845463,6.901717085729803
5,2020/02/10,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.791517857142857,0.29190476190476194,-0.04980694980694983,0.4519851237430572,,,4.153267857651219,4.415648351648352,0.0,0.0,0.00042319086539324604,10.601232480571001,0.4089202480298762,6.542192959053495,4.023981048871271,3.5528274414016754,-92.43397826839998,0.002061039380442109,0.00023904056046120272,0.00023270333458842732,3.2489629535401723,2.7839407105760055,3.6562185118743753,3.808645707079364,2.972122407914857,3.4148811087480775,3.307130872623088,2.935274304516877,1.447702989248534,0.29303881729634434,3.014988118148614,2.7373069080951415,3.998567606828332,0.0,4.689135314193938,0.03213239502063363,1.0103880552532707,10.640684472837572,4.506241544471527,7.14968342323148
6,2020/02/10,0.012315270935960592,4.060443010546419,0.0,0.0,0.0,0.0,3.003061224489796,1.6198979591836733,-0.3341836734693877,0.4519851237430572,,,1.2675718448809263,8.25047619047619,0.004914014802429163,0.02893743676098561,0.21250225539414722,13.432811354719135,0.40223705346113825,7.895751952660328,6.574528091757178,3.633471433366219,-120.72859416379308,0.0017691343278339157,0.00018889126688364456,0.00020187950694839003,5.67144599963028,2.7463863498457575,3.1578804446741993,4.1090349783025575,2.964206019907217,3.4891661546081125,3.3413985681974103,2.7896831555990813,1.3148353971377456,0.3767577731426009,2.492510977206539,2.268386231965795,3.667532531559139,0.6931471805599453,4.6324141260329945,0.3023290784062951,2.5475576147496675,11.113919280619044,4.523499899716691,6.777446275088681
8,2020/02/10,0.002232142857142857,4.0943445622221,0.0,0.0,0.0,0.0,1.3123809523809524,0.8139534883720929,0.3675824175824176,0.4519851237430572,,,2.3657275508028217,-4.540453514739229,0.0,0.0,0.011853715164656975,11.396315100840743,0.392940030241651,7.3898141732965925,5.142262322256644,3.661905775102284,-105.48623995937497,0.0029851592271669157,0.00029899057940871714,0.00028641310729283484,4.319502749460517,2.213241452937503,3.3031020769957418,4.153374776391025,2.907583886777286,3.414134172692875,3.41052870909104,2.875504846555831,1.261651915912614,0.22611622445046736,2.6600845258443018,2.009262140652179,3.7513406237376725,0.6931471805599453,4.75876055070995,1.3809083308413461,1.3133875903118029,10.995405347585265,4.4927373481729616,6.744408489455134
9,2020/02/10,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,1.3392857142857142,-1.25,-0.2857142857142857,0.4519851237430572,,,3.993602992420569,-1.1040816326530611,0.0,0.0035650661644961446,0.22133920336863927,13.009380832183933,0.4109250603645788,6.405715942496764,6.582380712511139,3.7284289627272966,-72.65682967875,0.0015313400995882597,0.00026708223268002816,0.00025145563307689173,5.727620901395479,2.1488509930520037,3.339321977944068,4.1470951276076295,2.8972922007407385,3.446011397451948,3.4339872044851463,2.7647455447787554,1.4759065198095778,0.46893550297552844,2.4743191256827193,2.1902559080201263,3.8501476017100584,0.6931471805599453,3.798561445278053,0.058430653114193855,2.1972245773362196,11.257240966111006,4.549137997979492,6.8060270474747835
10,2020/02/10,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,2.4761904761904767,0.42857142857142855,0.38095238095238093,0.4519851237430572,,,3.7754939269507073,5.252380952380952,0.0,0.0,0.006779686985378769,12.683518305707695,0.41658816238303725,6.476228496546113,6.430601752000549,3.6663596977586574,-75.53323745666665,0.001800991816810971,0.0002364257446580445,0.0002637898334249075,5.588576490548188,2.4188855486902066,3.4719664525503626,4.036008985209137,2.9444389791664403,3.4657359027997265,3.3202283191284883,2.8903717578961645,1.3862943611198906,0.4639161305721488,2.7757362386090416,2.498699971920336,3.6375861597263857,0.6931471805599453,4.149915734732473,0.0005077215178761151,2.1972245773362196,11.026049630544245,4.539180276536414,6.926184414450504
11,2020/02/10,0.0,0.0,,,,,0.5714285714285714,-0.42857142857142855,-0.2857142857142857,0.4519851237430572,,,4.53413441287134,3.9142857142857146,0.0,0.0,0.1582240052148942,13.462336621198803,0.42232959500194095,4.111693200556713,9.350643420970224,3.66110164151589,-77.01655992,0.0034164405929359896,,,8.562916371480156,2.2407096892759584,2.8449093838194073,4.297285406218791,2.5649493574615367,3.828641396489095,3.1780538303479458,2.6390573296152584,1.3862943611198906,0.7684778183493957,2.7704359159267664,2.0918640616783932,4.007333185232471,0.6931471805599453,1.8153401715623838,0.04207720146425578,0.6931471805599453,11.320953492344099,4.561212257952682,6.569341158123582
12,2020/02/10,0.0021321961620469083,4.219507705176107,0.0,0.0,0.0,0.0,1.7815384615384617,0.18901098901098898,-0.373134328358209,0.4519851237430572,2.0121361707551434e-08,3.353560284303633e-08,3.182193316317925,19.73204761904762,0.0,0.0,0.016099774424878435,12.6694933206457,0.3974872994120658,6.685073934266834,5.940860199907008,3.3652508051445755,-82.70074390925375,0.0016725253154536402,0.00029347749929945995,0.0002838940371406533,5.166495667214982,2.683472009826167,3.522666264103676,3.9412629624663342,2.833213344056216,3.4213901386814145,3.323639147316281,3.0046476372119435,1.509040186118403,0.23514682895439207,2.9544474753140455,2.5476945723574733,3.6757337249014337,0.0,4.050132492279223,0.16674415537605564,1.8331783005311717,10.832123852857764,4.43297167459362,7.030713622651082
13,2020/02/10,0.0008984725965858042,5.0689042022202315,0.0,0.0,0.0,0.0,0.7287912087912086,-0.4039054470709145,-0.411313518696069,0.4519851237430572,,,3.9767183086998434,11.56725,0.0,0.0,0.006301500260293699,11.099834656865347,0.40804984116636894,5.890871475105426,5.348447740327921,3.4906886079302586,-83.57742992610066,0.0023717125691354707,0.00023995945513274463,0.0002307969198799459,4.451840155709026,2.8959119382717797,3.5798784975831865,3.829270129612604,3.010713827169608,3.484235115969475,3.3197735669605786,2.791666583318433,1.1496959174714978,0.262516091319959,2.9048570710184216,2.685620225977415,3.8789018908368225,0.0,4.544948543418389,2.614815638375406,1.1772025632613312,10.768634068615363,4.424372213536855,6.99101326002641
