spatial id,temporal id,Target,temporal_covariate_0 t,temporal_covariate_1 t-2,temporal_covariate_1 t-1,temporal_covariate_1 t,temporal_covariate_2 t,temporal_covariate_3 t,temporal_covariate_4 t,temporal_covariate_5 t,temporal_covariate_6 t,temporal_covariate_7 t-1,temporal_covariate_7 t,temporal_covariate_8 t,temporal_covariate_9 t,temporal_covariate_10 t,futuristic_covariate_0 t-1,futuristic_covariate_0 t,spatial_covariate_0,spatial_covariate_1,spatial_covariate_2,spatial_covariate_3,spatial_covariate_4,spatial_covariate_5,spatial_covariate_6,spatial_covariate_7,spatial_covariate_8,spatial_covariate_9,spatial_covariate_10,spatial_covariate_11,spatial_covariate_12,spatial_covariate_13,spatial_covariate_14,spatial_covariate_15,spatial_covariate_16,spatial_covariate_17,spatial_covariate_18,spatial_covariate_19,spatial_covariate_20,spatial_covariate_21,spatial_covariate_22,spatial_covariate_23,spatial_covariate_24,spatial_covariate_25,spatial_covariate_26,spatial_covariate_27,spatial_covariate_28
15,2020/02/10,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.75,0.7857142857142857,-0.5714285714285714,0.4519851237430572,,,2.70805020110221,11.015428571428572,0.0,0.0,0.0,12.557075232024953,0.41142677938545436,7.158145057684127,5.965629502996044,3.0458683413981182,-157.32323648,0.0014446385614810403,0.00011043919570786286,0.00012076034910424458,4.9865274205127035,2.199444334074532,3.374168709274236,4.122932019074013,2.667228206581955,3.3877743613300146,3.490428515390098,2.8449093838194073,1.6863989535702288,0.20396963631654152,2.5273838412816483,2.312535423847214,3.5610460826040513,0.6931471805599453,3.577294710156491,4.2585784439243906,2.501435951739211,11.168847981635341,4.551823082729285,6.67430883467203
16,2020/02/10,0.0,3.7612001156935624,0.0,0.0,0.0,0.0,1.9769841269841268,0.7387755102040817,-0.23157894736842108,0.4519851237430572,,,2.25497604920905,-3.4093687707641194,0.0,0.0,0.0,10.59333839705417,0.40007462016524126,7.538098070291919,3.6728422823247744,3.7901581789005165,-114.46012491818179,0.0018942690339187448,0.00022687802173785982,0.0002245195032983804,2.761955112550242,2.4734779539643776,3.4434728648103943,4.040336261774882,3.0931064375791673,3.4132457201783297,3.2754279943731217,2.85699253582233,1.272056171430047,0.3366414937827893,2.6496074243827534,2.2479368949086105,3.952554048535234,0.0,4.8938754141075105,0.5309337566290887,0.888639200543645,10.863139452499087,4.451237587133881,6.8464926560672295
17,2020/02/10,0.0,4.634728988229636,0.0,0.0,0.0,0.0,2.327619047619048,0.8281954887218045,0.38542274052478126,0.4519851237430572,,,3.2811769406090225,-3.141600000000001,0.0,0.0012963449225993052,0.005807654920154504,11.735369163601533,0.40472022897507753,6.299508130443799,5.2723965735800995,3.6849622343486867,-89.17833006960784,0.0018530957766717837,0.0002146337066334871,0.00021680492149296531,4.402943788674364,2.353054518683198,3.546993935015541,4.003421802422795,2.9267394020670396,3.4308196376934985,3.342653926049545,2.8649980855505297,1.573505903208037,0.286178758003927,2.762284354445982,2.3974495406759915,3.924881160371515,0.6931471805599453,4.280170530438238,0.15421513861889533,1.6758129813789728,10.937131423752918,4.540800262327886,7.054304027968951
18,2020/02/10,0.0,4.532599493153256,0.0,0.0,0.0,0.0,2.796753246753247,1.0607553366174056,0.19968944099378882,0.4519851237430572,,,3.414051808058651,-2.5173732718894013,0.0,0.000517464435867657,0.005221481839666621,11.194616533150377,0.40641760427293205,5.964645054746292,5.211077770140669,3.6848049939042724,-86.21856844913039,0.0016490449151983237,0.0002496111486315718,0.00024377913947613164,4.379610566155595,2.487530017342538,3.6715840072994115,3.884629466007872,2.998987838013757,3.431881201600757,3.3518092126365,2.7974138817188083,1.3531421538029902,0.21662341180064884,2.9923303635572487,2.5530054018625337,3.739996102465712,0.0,4.1161896649695295,0.27186162720818047,0.8157495026522777,10.933752917880142,4.504984921322472,6.99058773716551
19,2020/02/10,0.0,4.605170185988092,0.0,0.0,0.0,0.0,1.7476764199655768,2.669275929549902,0.23711340206185566,0.4519851237430572,,,1.7106147616374665,-8.165683229813663,0.0,0.0,0.00018035891472834955,10.369742053991114,0.40519781472717387,6.335433683767014,4.009104142696172,3.738381508247077,-93.46551942343434,0.0026851920823701687,0.0003226421940429743,0.000322105473573195,3.2079074879418306,2.138520108600692,3.5767904041818173,4.020958939833568,2.960262094105683,3.351497713109883,3.3379599217458247,2.874534322797538,1.8018098050815565,0.3081662884666264,2.762781233008146,2.36018673070577,4.07753744390572,0.0,4.501514562871199,0.02337812804580419,1.0180082562534802,10.954826984936712,4.544263108071279,7.059144573935561
20,2020/02/10,0.001360544217687075,4.663439094112067,0.0,0.0,0.0,0.0,2.3062656641604007,0.09503105590062111,0.24349680170575697,0.4519851237430572,,,2.2344650743691252,-1.9351020408163255,0.0,0.0,0.001081371698975053,10.230220337428152,0.4036553045736227,6.657567888824489,3.9289297035005566,3.650278400250461,-98.08455153209523,0.006234957023077982,0.0007303341916938108,0.0006909321715584077,3.0912501374181938,2.3423551058040935,3.4452598345073393,4.0645560510598,2.992871041272959,3.355402726472522,3.316088954818612,2.8945956290123496,1.7885798163106754,0.34329116321127545,2.784107181322732,2.4194788444655453,4.0508735595302685,0.6931471805599453,5.316072679696818,0.1490601849164573,0.664159643686693,10.862622826487307,4.478578349573938,7.149968911819982
21,2020/02/10,0.0011904761904761904,4.787491742782046,0.0,0.0,0.0,0.0,1.967701863354037,0.4492063492063491,0.10296010296010298,0.4519851237430572,,,4.567425933350761,2.4890683229813666,0.0,0.0,0.0,10.525049665484188,0.40713439001573615,5.796219338519904,4.796794836861565,3.627592809224202,-85.19989061799998,0.002147693784421911,0.00022859012369978368,0.0002446425286843859,3.9820555473815213,2.920379937757279,3.6408702349275757,3.768787537341393,2.9575110607337933,3.4457457579232242,3.3609539234611896,2.853112083611588,1.2431935174792172,0.24467601843501832,3.1041866570092638,2.619704601099444,3.9246101209336173,0.6931471805599453,4.485705172515691,0.16609322145766608,0.8926808662350212,10.719704141599383,4.535449343353617,7.122048447611663
22,2020/02/10,0.004464285714285714,4.174387269895637,0.0,0.0,0.0,0.0,1.4852216748768474,0.6033333333333333,0.06802721088435375,0.4519851237430572,,,4.664790702418823,13.22805194805195,0.0,0.0,0.0,11.19563820170097,0.4052334240570073,6.51480365895703,5.098034086808726,3.436964297042107,-91.82418665609377,0.0021834137412684827,0.00040815220375489897,0.000384414788492187,4.2955060605162885,2.911246114606724,3.66548287630754,3.750496230640895,3.0188993328355256,3.4941373304445174,3.3187211598379167,2.7388218597689638,1.2070929316621797,0.22434480560904166,3.081585342922228,2.675763723801827,4.087288476497892,0.6931471805599453,4.350790501385522,0.08637604081368433,0.8517522107365839,10.714943325067983,4.503089577637666,6.9924410371487795
23,2020/02/10,0.0,2.833213344056216,0.0,0.0,0.0,0.0,2.9017857142857144,1.0982142857142858,0.15357142857142853,0.4519851237430572,,,3.1147050773459632,-6.65625,0.0,0.0,0.001784121793501392,11.33439969505366,0.4112275138350557,7.564073783186274,4.522762099488291,3.799698036529255,-69.523768628125,0.002295780448982284,0.00021186478522995715,0.00022303958878515327,3.9094867919560157,2.1237574254543468,3.5461991950920746,4.042502871878937,2.791931685082912,3.332204510175204,3.446011397451948,2.986313051637499,1.5178707189086098,0.3020670747554913,2.7802299438075018,2.3363824725773363,3.22386336637924,0.6931471805599453,4.425142533213514,0.008045756922407622,0.9409833444645266,10.85004557347983,4.486069261100828,7.069704045968154
24,2020/02/10,0.0,3.2188758248682006,0.0,0.0,0.0,0.0,1.9702380952380953,0.6011904761904762,0.2869047619047619,0.4519851237430572,,,3.5128594294670132,1.8446031746031746,0.0,0.0,0.020883031400156984,12.436310638343416,0.4116617459091433,6.0025724173248465,6.714795251217629,3.663944154769444,-76.67546760875,0.0018979653607663826,0.00010732780010157478,0.0001376001881648997,5.874325292461378,2.330524461683287,3.4197737672350907,4.080358320247361,2.928969057394309,3.4592042009365116,3.385801696184182,2.7880929087757464,1.3328056761689044,0.3703500113165986,2.668654850636232,2.468099531471619,3.7054087560651467,0.0,4.154817836648433,0.8175793444545643,1.6502599069543555,11.22565664045309,4.536704743383213,6.88467854765216
25,2020/02/10,0.0,2.70805020110221,0.0,0.0,0.0,0.0,1.8142857142857143,-0.9285714285714286,0.04285714285714285,0.4519851237430572,1.4488240223823767e-07,4.1394974146556274e-08,3.6551538194059003,-1.1171428571428572,0.0,0.0041701073862596425,0.1775014878961068,13.108286040737333,0.41493959936425495,6.322831939420085,7.441172493959627,3.7403656434264216,-71.47067117428571,0.0020375663247202045,0.000288784653796582,0.0002861897009048921,6.611153111944368,2.1467663560660903,3.2205886428718755,4.1960197238688925,2.841581593726733,3.4790398684260895,3.398813590306879,2.803360380906535,1.5040773967762742,0.4674406526100072,2.5855129920827293,2.2019751800948173,3.9360185109843617,0.0,3.903952190756418,0.5091461315693523,2.088330489097082,11.229405196376572,4.569997232958735,6.839407607472174
26,2020/02/10,0.0,4.418840607796598,0.0,0.0,0.0,0.0,3.37283950617284,1.2974358974358975,0.9978835978835979,0.4519851237430572,,,2.739805432496495,-6.500977443609024,0.0,0.0002458512612261438,0.0009830425957542842,11.698846459702867,0.40278881662569543,6.5238439217475,5.253096127717659,3.7851805085161825,-85.18169553542172,0.002148212525438882,0.0002303048710967926,0.00023191537565892602,4.48341490997496,2.2583687901045675,3.5558642793448074,4.014884014377912,2.874177071976184,3.3576944203886425,3.3792720210331897,2.9750376823111577,1.5239587673301032,0.2938380511090813,2.8659782738474466,2.4980726089703045,3.654874033313259,0.6931471805599453,4.555680181828682,0.04037460214330859,1.3112591751769764,10.851303569215707,4.533503512474441,7.076089915029698
27,2020/02/10,0.0,4.477336814478207,0.0,0.0,0.0,0.0,2.6890977443609025,0.6158241758241758,0.03231292517006803,0.4519851237430572,,,1.3075051192304596,-12.346804511278197,0.0,0.0,0.0009769251084697842,11.074363297191494,0.40356984954323644,6.819197754343967,4.940070945156263,3.8188548154746167,-94.43095302689653,0.0036412201364866914,0.00036577312308530666,0.00035807678029766495,4.060027743994335,2.092289684157685,3.490183181120927,4.079347610526537,2.9683492634785518,3.3732235296197493,3.3464700873340263,2.8506400585283926,1.6952992030404928,0.296844196746013,2.7069730761546524,2.2989001510076204,4.182839512501955,0.6931471805599453,4.580439601294869,1.1383065319291024,1.2738847935246504,11.013111025639684,4.544916402676599,6.944514964521352
28,2020/02/10,0.0,4.406719247264253,0.0,0.0,0.0,0.0,1.183482142857143,0.47857142857142865,-0.02893772893772892,0.4519851237430572,,,5.15361524154039,10.648235294117645,0.0,0.0,0.0005971337757051305,10.502903489043208,0.4127313374762905,6.3495501723970005,4.139542440570941,3.490206739780967,-89.64572580048781,0.005131602790687383,0.00031173720949773033,0.0003057935956043679,3.335112994201975,2.9750316822331575,3.5017414387343995,3.85514288858453,3.027538134868882,3.492063109706056,3.291763540616693,2.770299518645647,1.2631616757162667,0.4197174020767715,3.0127256656098034,2.7725887222397816,4.0515728362318235,0.0,4.615193487290891,0.046395125881338,1.0049268045907866,10.594951304730206,4.438033954549675,7.090718605106736
29,2020/02/10,0.0,4.7535901911063645,0.0,0.0,0.0,0.0,2.5894409937888194,1.6585197934595526,0.6769841269841267,0.4519851237430572,,,3.475670859326482,-2.108571428571428,0.0,0.0,0.0013596195160396518,10.883194219161732,0.40584686735590814,6.393176825048282,4.882032241345887,3.6493892323249,-92.48140764017393,0.0015939090628237708,0.00021735705147332837,0.00021191727899137175,4.175410465316166,2.6276886020084995,3.671467879016238,3.8468674823898414,2.9697453454376768,3.40264560783852,3.3225305386468076,2.908088285440939,1.5031107461451791,0.2754551627600965,3.018478462578458,2.5718817942371817,3.9175727942130414,0.0,4.833825397141397,0.08889802371893499,1.0419652530034575,10.753001341033308,4.465333917067004,7.093828485182705
30,2020/02/10,0.0,3.784189633918261,0.0,0.0,0.0,0.0,1.3970443349753694,-0.19761904761904756,-0.06493506493506493,0.4519851237430572,,,2.459239923447065,-5.263979591836734,0.0,0.0,0.0,9.850599942790211,0.39923099949818514,7.86289467678661,2.0585044217512993,3.849608970120154,-109.70039488214286,0.00500965692020737,0.0005719235564755394,0.0005395590682534646,1.3448062221556363,2.0936261766717923,3.5242048414553446,4.0596421973702865,2.887391129758027,3.279164255725006,3.3976195603142716,3.013431850653392,1.6236225474260568,0.1553294118890247,2.8254774843232364,2.2495986366932046,3.8173197842443076,0.6931471805599453,4.997115838033311,0.011071902841319063,0.5179430915348546,10.807102571646857,4.472091393798538,7.0006893304846916
31,2020/02/10,0.0,4.394449154672439,0.0,0.0,0.0,0.0,2.2399999999999998,0.6780219780219782,0.05764411027568931,0.4519851237430572,,5.183311706547265e-07,0.8644291891802368,-3.7497287522603977,0.0,0.0,0.0010893048169452113,9.940051721173607,0.4034043285443044,6.716675740848883,3.8170409346362364,3.721390083462934,-99.03901222387097,0.003561584270914068,0.0004614962834415997,0.0004366147424685148,2.9615922618583226,2.1469996926911272,3.4800814365535833,4.077136415810149,2.962942450731,3.2830110388819347,3.3512237217388967,2.965162207469313,1.830428610387209,0.1947256520902569,2.6827029211379956,2.327854512710868,4.113162799057689,0.0,4.81056964250938,0.09118083218437294,0.926986020990903,10.889096292998596,4.487073827458546,7.082162264690487
32,2020/02/10,0.0,2.833213344056216,0.0,0.0,0.0,0.0,2.0761904761904764,2.5064935064935066,-0.014285714285714266,0.4519851237430572,,,0.9179699933938751,2.255,0.0,0.0,0.04246044590469859,12.092308288861595,0.38766222517560117,8.773031046760165,3.9342386387270194,3.6701042158628456,-117.5639935352941,0.0019614666086735927,0.000202255273923924,0.00020192890411382253,3.097429764993285,2.520538729379921,3.496150991664164,3.999926141545131,2.9319777587286286,3.3632307837383046,3.3793927516953026,2.995732273553991,1.1557707025080584,0.12105967066081995,2.8650892625211575,2.3008188281839645,3.531537412795695,0.6931471805599453,5.059107305939272,1.9453599580092145,1.2272296664902032,11.015733924228401,4.472100332840122,6.968292053802883
33,2020/02/10,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,3.0714285714285716,1.2571428571428573,0.7999999999999999,0.4519851237430572,,,2.9200846552146764,-4.875714285714286,0.0,0.0,0.062431711535229646,11.817802355573097,0.4073623992975245,6.797120880821603,5.245386500408304,3.7722774390668996,-71.57765670500001,0.001973842010661202,0.000264967677128112,0.00027253746125416436,4.480050515422481,2.0188950418118026,3.405189402931693,4.132603274339191,2.8094026953624978,3.391147045808654,3.459466289786131,2.884800712846709,1.4586150226995167,0.5337549446421358,2.6977488382423824,2.256541154492639,3.4436180975461075,0.0,4.392501388049085,0.0014205982709876554,1.0647107369924282,11.11323266499008,4.527364549730368,6.970006811954747
34,2020/02/10,0.013605442176870748,3.091042453358316,0.0,0.0,0.0,0.0,1.7210884353741496,-0.5850340136054422,0.19727891156462585,0.4519851237430572,,0.0,3.8312997941557048,2.164126984126984,0.0,0.0,0.11882629503691332,12.957996242427084,0.41214245036456015,5.8585071393824695,7.732176984620422,3.69601495851683,-74.62244971476191,0.002090254047565205,0.00027039359813267843,0.0002838145258939344,6.825081131948209,2.3344528318420683,3.3603753871419,4.108998570609203,2.956892440237727,3.4431615807611875,3.405947984420753,2.7269186854065928,1.3981288187668934,0.3326830904687494,2.643929739027569,2.2804368597710347,3.9374122394329656,0.6931471805599453,3.4182619044203575,0.46725704134067486,2.7454377331738304,11.30806143951169,4.516979048219864,6.818184786091085
35,2020/02/10,0.0,3.4965075614664802,0.0,0.0,0.0,0.0,2.51734693877551,1.674074074074074,0.2418367346938776,0.4519851237430572,,,2.894691419040681,2.2763636363636364,0.0,0.0,0.0,11.058760824949042,0.40219186595071915,8.209499446789616,3.602995147400596,3.5423889966056104,-105.88710740909092,0.0012942005002787062,0.0002607547108649118,0.000256965924831502,2.7916723225299553,2.763456238676509,3.437889648462078,3.9708635054510797,2.968080742223481,3.384903742176055,3.324599910789985,2.9571174374262115,1.3938415667552735,0.3468034520646819,2.8371245723190976,2.3909843952585237,4.07548088791096,0.6931471805599453,5.053295747879236,0.020997444011927633,0.7081850579244858,10.685407751927581,4.4903702431027295,6.986471052076686
36,2020/02/10,0.004608294930875576,4.143134726391533,0.0,0.0,0.0,0.0,3.088992974238876,0.028103044496487102,0.2576112412177986,0.4519851237430572,,,3.014577393099439,-3.7361375661375655,0.0,0.0,0.18506311384727295,12.660952863297663,0.4066730238844121,6.633454884072411,8.036084207864116,3.750542391593477,-75.47418330774194,0.0025790819220170703,0.00022176689340734396,0.0002207116037584408,7.23390961614521,2.3996532574292684,3.4662398080761996,4.042598420549556,2.8768397516775885,3.4616954932627215,3.383296171332915,2.8082360609700188,1.4859937213429786,0.46047229429634895,2.7327917327687756,2.3852051216818824,3.7399711152716475,0.6931471805599453,4.029911711199216,0.11304742453768281,2.004092104438049,11.016854168502253,4.547427572925864,6.894442867179553
37,2020/02/10,0.0,4.61512051684126,0.0,0.0,0.0,0.0,1.442406015037594,-0.1019548872180451,-0.08163265306122451,0.4519851237430572,,,3.9678767365691407,5.4546709470304995,0.0,0.0,0.004102683583599435,11.550569936507141,0.4113428910083722,6.1865791313858045,5.356381466607301,3.5730254547638083,-79.50109873960002,0.0015023089087756827,0.0002870343584716094,0.0002714676118212688,4.572638202921573,2.7399363899645324,3.42282840178845,3.986425220002606,2.9274534328006965,3.4330189939851112,3.342154841028372,2.9030685886905716,1.3711807233098425,0.3227156614464164,2.8607750111080796,2.5827892755898674,3.8431015599617244,0.6931471805599453,4.3097920232595195,0.44518653665046615,1.4350845252893227,10.793262631090506,4.456809604522173,7.021047356476225
38,2020/02/10,0.0,3.8066624897703196,0.0,0.0,0.0,0.0,1.780952380952381,-0.45306122448979597,0.1304347826086957,0.4519851237430572,,,2.5851453757934744,-10.61876447876448,0.0,0.0,0.0,9.570883109367768,0.3968525172380304,7.171581609088806,2.2390925795440406,3.858485230454848,-100.2493934356604,0.0049661186682393756,0.00048689846586019226,0.0004669124670935194,1.547294708910625,2.260976625763177,3.436358098328041,4.082991046106931,2.8755879617119278,3.2689230602276838,3.3718398170326,2.9985584647898262,1.918586044780759,0.2376873349394412,2.839127026744054,2.319423657356875,4.352830974035613,0.0,4.90713909794818,0.021130830955375254,0.4956162051024618,10.969409657023023,4.49151280479432,7.095953975948963
39,2020/02/10,0.0,4.48863636973214,0.0,0.0,0.0,0.0,1.8922077922077922,0.5737274220032841,0.15162337662337663,0.4519851237430572,,,3.4286875272068977,-1.6637802197802205,0.0,0.0,0.0,11.796859784725566,0.40739637555904584,6.140587919617318,5.686003174336558,3.6966161935366566,-82.83540800659091,0.0016706773865688314,0.00021352900211477944,0.00021836683251706739,4.883455462426206,2.423796588195043,3.6924243000804764,3.8829686214008867,2.976804263668472,3.4299467949481413,3.3590329460669177,2.8197541906822114,1.4143073973475646,0.3160028877402098,2.9548830696614337,2.546956280751882,3.7049429247808114,0.0,4.136195103535539,0.10214289716493999,1.3919600986555682,10.921882891710062,4.528954904267325,7.039165246839156
